"year","plantid","plot","survey.date","survey.period","varb","init.doy"
2021,"3531_2",2,2021-06-04,8,"lost",153
2021,"3539_2",2,2021-04-30,3,"new",118
2021,"3550_2",2,2021-04-30,3,"new",118
2021,"3550_2",2,2021-06-04,8,"lost",153
2021,"3584_2",2,2021-05-07,4,"new",125
2021,"3584_2",2,2021-05-14,5,"new",132
2021,"3584_2",2,2021-05-14,5,"lost",132
2021,"3585_2",2,2021-05-07,4,"new",125
2021,"3597_2",2,2021-04-30,3,"new",118
2021,"3597_2",2,2021-06-04,8,"lost",153
2021,"3602_2",2,2021-05-07,4,"new",125
2021,"3703_2",2,2021-05-07,4,"new",125
2021,"3751_2",2,2021-04-30,3,"new",118
2021,"3841_2",2,2021-05-07,4,"new",125
2021,"3841_2",2,2021-05-20,6,"lost",139
2021,"3965_2",2,2021-04-30,3,"new",118
2021,"3965_2",2,2021-05-14,5,"new",132
2021,"3965_2",2,2021-06-04,8,"lost",153
2021,"3304_3",3,2021-04-30,3,"new",118
2021,"3349_3",3,2021-04-30,3,"new",118
2021,"3759_3",3,2021-04-30,3,"new",118
2021,"3797_3",3,2021-05-07,4,"new",125
2021,"2230_4",4,2021-05-07,4,"new",125
2021,"2230_4",4,2021-05-07,4,"new",125
2021,"3064_4",4,2021-05-07,4,"new",125
2021,"3090_4",4,2021-04-30,3,"new",118
2021,"3090_4",4,2021-04-30,3,"new",118
2021,"3090_4",4,2021-05-20,6,"lost",139
2021,"3122_4",4,2021-05-20,6,"new",139
2021,"3182_4",4,2021-05-07,4,"new",125
2021,"3321_4",4,2021-04-30,3,"new",118
2021,"3321_4",4,2021-04-30,3,"new",118
2021,"3321_4",4,2021-05-07,4,"new",125
2021,"3321_4",4,2021-05-20,6,"lost",139
2021,"3321_4",4,2021-05-20,6,"lost",139
2021,"3460_4",4,2021-05-20,6,"new",139
2021,"3555_4",4,2021-05-14,5,"new",132
2021,"3563_4",4,2021-04-30,3,"new",118
2021,"3563_4",4,2021-05-07,4,"new",125
2021,"3563_4",4,2021-05-20,6,"new",139
2021,"3563_4",4,2021-05-20,6,"new",139
2021,"3563_4",4,2021-06-16,10,"lost",167
2021,"3634_4",4,2021-04-30,3,"new",118
2021,"3634_4",4,2021-05-20,6,"lost",139
2021,"3730_4",4,2021-05-07,4,"new",125
2021,"3732_4",4,2021-05-07,4,"new",125
2021,"3735_4",4,2021-05-07,4,"new",125
2021,"3750_4",4,2021-04-30,3,"new",118
2021,"3067_5",5,2021-04-30,3,"new",118
2021,"3093_5",5,2021-04-22,2,"new",111
2021,"3124_5",5,2021-04-22,2,"new",111
2021,"3124_5",5,2021-06-04,8,"lost",153
2021,"3127_5",5,2021-04-22,2,"new",111
2021,"3127_5",5,2021-05-20,6,"lost",139
2021,"3135_5",5,2021-04-22,2,"new",111
2021,"3135_5",5,2021-06-04,8,"lost",153
2021,"3144_5",5,2021-04-30,3,"new",118
2021,"3144_5",5,2021-05-14,5,"lost",132
2021,"3197_5",5,2021-04-30,3,"new",118
2021,"3197_5",5,2021-04-30,3,"new",118
2021,"3200_5",5,2021-04-22,2,"new",111
2021,"3200_5",5,2021-05-27,7,"lost",146
2021,"3470_5",5,2021-04-30,3,"new",118
2021,"3470_5",5,2021-05-14,5,"lost",132
2021,"3473_5",5,2021-05-07,4,"new",125
2021,"3473_5",5,2021-05-20,6,"lost",139
2021,"3476_5",5,2021-04-30,3,"new",118
2021,"3476_5",5,2021-05-20,6,"lost",139
2021,"3488_5",5,2021-04-22,2,"new",111
2021,"3488_5",5,2021-04-22,2,"new",111
2021,"3488_5",5,2021-04-22,2,"new",111
2021,"3488_5",5,2021-05-07,4,"lost",125
2021,"3488_5",5,2021-05-20,6,"lost",139
2021,"3546_5",5,2021-04-22,2,"new",111
2021,"3546_5",5,2021-04-30,3,"lost",118
2021,"3560_5",5,2021-04-30,3,"new",118
2021,"3560_5",5,2021-05-14,5,"new",132
2021,"3560_5",5,2021-06-04,8,"lost",153
2021,"3615_5",5,2021-05-14,5,"new",132
2021,"3615_5",5,2021-05-14,5,"lost",132
2021,"3644_5",5,2021-04-22,2,"new",111
2021,"3644_5",5,2021-04-30,3,"new",118
2021,"3644_5",5,2021-05-14,5,"lost",132
2021,"3644_5",5,2021-05-14,5,"lost",132
2021,"3649_5",5,2021-04-30,3,"new",118
2021,"3649_5",5,2021-05-20,6,"lost",139
2021,"3697_5",5,2021-05-14,5,"new",132
2021,"3697_5",5,2021-05-14,5,"lost",132
2021,"3810_5",5,2021-05-04,3,"new",118
2021,"3810_5",5,2021-05-20,6,"lost",139
2021,"3833_5",5,2021-04-30,3,"new",118
2021,"3896_5",5,2021-05-14,5,"new",132
2021,"3896_5",5,2021-05-14,5,"lost",132
2021,"5021_5",5,2021-04-22,2,"new",111
2021,"5021_5",5,2021-05-20,6,"lost",139
2021,"5036_5",5,2021-04-30,3,"new",118
2021,"5036_5",5,2021-05-07,4,"lost",125
2021,"5045_5",5,2021-04-30,3,"new",118
2021,"3070_6",6,2021-04-22,2,"new",111
2021,"3070_6",6,2021-05-13,5,"new",132
2021,"3070_6",6,2021-05-13,5,"new",132
2021,"3070_6",6,2021-06-10,9,"lost",160
2021,"3136_6",6,2021-04-30,3,"new",118
2021,"3136_6",6,2021-05-07,4,"new",125
2021,"3136_6",6,2021-06-04,8,"lost",153
2021,"3140_6",6,2021-04-30,3,"new",118
2021,"3140_6",6,2021-06-16,10,"lost",167
2021,"3141_6",6,2021-04-30,3,"new",118
2021,"3141_6",6,2021-04-30,3,"new",118
2021,"3141_6",6,2021-05-07,4,"new",125
2021,"3141_6",6,2021-05-27,7,"lost",146
2021,"3141_6",6,2021-06-04,8,"lost",153
2021,"3173_6",6,2021-04-30,3,"new",118
2021,"3173_6",6,2021-06-16,10,"lost",167
2021,"3319_6",6,2021-05-07,4,"new",125
2021,"3319_6",6,2021-05-07,4,"new",125
2021,"3319_6",6,2021-05-13,5,"new",132
2021,"3319_6",6,2021-05-13,5,"new",132
2021,"3345_6",6,2021-04-30,3,"new",118
2021,"3345_6",6,2021-05-07,4,"new",125
2021,"3345_6",6,2021-05-07,4,"new",125
2021,"3345_6",6,2021-06-04,8,"lost",153
2021,"3358_6",6,2021-04-30,3,"new",118
2021,"3358_6",6,2021-05-07,4,"new",125
2021,"3358_6",6,2021-05-13,5,"new",132
2021,"3358_6",6,2021-06-04,8,"lost",153
2021,"3360_6",6,2021-05-13,5,"new",132
2021,"3360_6",6,2021-05-13,5,"new",132
2021,"3360_6",6,2021-06-16,10,"lost",167
2021,"3372_6",6,2021-05-07,4,"new",125
2021,"3372_6",6,2021-05-07,4,"new",125
2021,"3372_6",6,2021-05-20,6,"new",139
2021,"3372_6",6,2021-05-20,6,"lost",139
2021,"3400_6",6,2021-05-13,5,"new",132
2021,"3400_6",6,2021-06-16,10,"lost",167
2021,"3454_6",6,2021-05-07,4,"new",125
2021,"3456_6",6,2021-04-30,3,"new",118
2021,"3466_6",6,2021-04-30,3,"new",118
2021,"3489_6",6,2021-05-07,4,"new",125
2021,"3518_6",6,2021-04-30,3,"new",118
2021,"3518_6",6,2021-05-07,4,"new",125
2021,"3518_6",6,2021-06-04,8,"lost",153
2021,"3630_6",6,2021-04-30,3,"new",118
2021,"3630_6",6,2021-06-16,10,"lost",167
2021,"3643_6",6,2021-04-30,3,"new",118
2021,"3643_6",6,2021-04-30,3,"new",118
2021,"3643_6",6,2021-06-16,10,"lost",167
2021,"3648_6",6,2021-05-07,4,"new",125
2021,"3648_6",6,2021-05-07,4,"new",125
2021,"3648_6",6,2021-06-04,8,"lost",153
2021,"3669_6",6,2021-05-07,4,"new",125
2021,"3669_6",6,2021-05-07,4,"new",125
2021,"3669_6",6,2021-06-04,8,"lost",153
2021,"3725_6",6,2021-05-13,5,"new",132
2021,"3725_6",6,2021-06-10,9,"lost",160
2021,"3729_6",6,2021-05-13,5,"new",132
2021,"3729_6",6,2021-05-20,6,"new",139
2021,"3733_6",6,2021-05-13,5,"new",132
2021,"3743_6",6,2021-05-13,5,"new",132
2021,"3748_6",6,2021-04-22,2,"new",111
2021,"3748_6",6,2021-05-07,4,"new",125
2021,"3748_6",6,2021-06-04,8,"lost",153
2021,"3748_6",6,2021-06-16,10,"lost",167
2021,"3753_6",6,2021-05-13,5,"new",132
2021,"3773_6",6,2021-05-13,5,"new",132
2021,"3777_6",6,2021-05-13,5,"new",132
2021,"3777_6",6,2021-06-04,8,"lost",153
2021,"3887_6",6,2021-05-13,5,"new",132
2021,"3887_6",6,2021-05-13,5,"new",132
2021,"3887_6",6,2021-06-10,9,"new",160
2021,"3887_6",6,2021-06-10,9,"lost",160
2021,"3918_6",6,2021-05-13,5,"new",132
2021,"3089_7",7,2021-04-30,3,"new",118
2021,"3089_7",7,2021-05-20,6,"lost",139
2021,"3298_7",7,2021-04-30,3,"new",118
2021,"3298_7",7,2021-04-30,3,"new",118
2021,"3298_7",7,2021-05-27,7,"lost",146
2021,"3450_7",7,2021-04-22,2,"new",111
2021,"3450_7",7,2021-05-20,6,"lost",139
2021,"3453_7",7,2021-04-14,1,"new",104
2021,"3453_7",7,2021-04-30,3,"new",118
2021,"3453_7",7,2021-05-20,6,"lost",139
2021,"3866_7",7,2021-04-30,3,"new",118
2021,"3866_7",7,2021-05-20,6,"lost",139
2021,"3874_7",7,2021-04-30,3,"new",118
2021,"3874_7",7,2021-04-30,3,"new",118
2021,"3874_7",7,2021-05-11,5,"lost",132
2021,"3874_7",7,2021-05-20,6,"lost",139
2021,"3994_7",7,2021-05-07,4,"new",125
2021,"3994_7",7,2021-05-07,4,"new",125
2021,"3994_7",7,2021-05-27,7,"lost",146
2021,"3994_7",7,2021-06-04,8,"lost",153
2021,"5047_7",7,2021-04-30,3,"new",118
2021,"5047_7",7,2021-05-20,6,"lost",139
2021,"5049_7",7,2021-04-30,3,"new",118
2021,"5049_7",7,2021-05-11,5,"lost",132
2021,"3143_9",9,2021-05-07,4,"new",125
2021,"3143_9",9,2021-05-11,5,"new",132
2021,"3143_9",9,2021-06-16,10,"lost",167
2021,"3190_10",10,2021-04-30,3,"new",118
2021,"3135_12",12,2021-04-30,3,"new",118
2021,"3135_12",12,2021-05-12,5,"new",132
2021,"3135_12",12,2021-06-10,9,"lost",160
2021,"3536_12",12,2021-04-30,3,"new",118
2021,"3536_12",12,2021-05-07,4,"new",125
2021,"3536_12",12,2021-06-10,9,"lost",160
2021,"3578_12",12,2021-04-30,3,"new",118
2021,"3578_12",12,2021-05-07,4,"new",125
2021,"3578_12",12,2021-06-10,9,"lost",160
2021,"3018_13",13,2021-05-07,4,"new",125
2021,"3023_13",13,2021-05-07,4,"new",125
2021,"3128_13",13,2021-05-12,5,"new",132
2021,"3142_13",13,2021-05-12,5,"new",132
2021,"3143_13",13,2021-05-07,4,"new",125
2021,"3155_13",13,2021-05-12,5,"new",132
2021,"3180_13",13,2021-05-20,6,"new",139
2021,"3180_13",13,2021-05-27,7,"lost",146
2021,"3187_13",13,2021-05-07,4,"new",125
2021,"3187_13",13,2021-06-04,8,"lost",153
2021,"3196_13",13,2021-04-30,3,"new",118
2021,"3196_13",13,2021-05-07,4,"lost",125
2021,"3357_13",13,2021-05-12,5,"new",132
2021,"3357_13",13,2021-06-04,8,"lost",153
2021,"3373_13",13,2021-05-12,5,"new",132
2021,"3376_13",13,2021-05-07,4,"new",125
2021,"3376_13",13,2021-05-12,5,"new",132
2021,"3376_13",13,2021-05-20,6,"lost",139
2021,"3382_13",13,2021-04-30,3,"new",118
2021,"3390_13",13,2021-05-12,5,"new",132
2021,"3396_13",13,2021-04-23,2,"new",111
2021,"3396_13",13,2021-05-12,5,"new",132
2021,"3396_13",13,2021-05-12,5,"new",132
2021,"3397_13",13,2021-05-12,5,"new",132
2021,"3400_13",13,2021-05-07,4,"new",125
2021,"3400_13",13,2021-05-27,7,"lost",146
2021,"3421_13",13,2021-05-07,4,"new",125
2021,"3428_13.0D",13,2021-04-30,3,"new",118
2021,"3428_13.0D",13,2021-05-27,7,"lost",146
2021,"3428_13.4C",13,2021-05-12,5,"new",132
2021,"3428_13.4C",13,2021-06-10,9,"lost",160
2021,"3429_13",13,2021-05-07,4,"new",125
2021,"3429_13",13,2021-06-04,8,"lost",153
2021,"3433_13",13,2021-04-30,3,"new",118
2021,"3481_13",13,2021-05-07,4,"new",125
2021,"3494_13",13,2021-04-23,2,"new",111
2021,"3494_13",13,2021-05-07,4,"new",125
2021,"3494_13",13,2021-06-04,8,"lost",153
2021,"3515_13",13,2021-04-30,3,"new",118
2021,"3515_13",13,2021-04-30,3,"new",118
2021,"3595_13",13,2021-04-30,3,"new",118
2021,"3595_13",13,2021-05-07,4,"new",125
2021,"3595_13",13,2021-05-12,5,"lost",132
2021,"3605_13",13,2021-05-12,5,"new",132
2021,"3616_13",13,2021-04-30,3,"new",118
2021,"3620_13",13,2021-04-30,3,"new",118
2021,"3628_13",13,2021-05-12,5,"new",132
2021,"3628_13",13,2021-05-20,6,"new",139
2021,"3642_13",13,2021-04-23,2,"new",111
2021,"3642_13",13,2021-05-07,4,"new",125
2021,"3642_13",13,2021-06-04,8,"lost",153
2021,"3675_13",13,2021-04-30,3,"new",118
2021,"3675_13",13,2021-05-12,5,"new",132
2021,"3705_13",13,2021-06-04,8,"new",153
2021,"3726_13",13,2021-05-07,4,"new",125
2021,"3726_13",13,2021-05-20,6,"lost",139
2021,"3756_13",13,2021-05-20,6,"new",139
2021,"3769_13",13,2021-05-07,4,"new",125
2021,"3769_13",13,2021-06-04,8,"lost",153
2021,"3775_13",13,2021-05-12,5,"new",132
2021,"3780_13",13,2021-05-12,5,"new",132
2021,"3826_13",13,2021-05-12,5,"new",132
2021,"3853_13",13,2021-05-07,4,"new",125
2021,"3853_13",13,2021-05-20,6,"new",139
2021,"3853_13",13,2021-06-16,10,"lost",167
2021,"3978_13",13,2021-05-07,4,"new",125
2021,"3978_13",13,2021-05-07,4,"new",125
2021,"3978_13",13,2021-06-04,8,"lost",153
2021,"3149_14",14,2021-05-07,4,"new",125
2021,"3305_14",14,2021-05-07,4,"new",125
2021,"3360_14",14,2021-05-07,4,"new",125
2021,"3363_14",14,2021-04-24,2,"new",111
2021,"3363_14",14,2021-05-07,4,"new",125
2021,"3363_14",14,2021-05-07,4,"new",125
2021,"3363_14",14,2021-06-04,8,"lost",153
2021,"3432_14",14,2021-04-30,3,"new",118
2021,"3556_14",14,2021-04-24,2,"new",111
2021,"3556_14",14,2021-04-30,3,"new",118
2021,"3556_14",14,2021-06-04,8,"lost",153
2021,"3607_14",14,2021-05-12,5,"new",132
2021,"3661_14",14,2021-04-30,3,"new",118
2021,"3014_15",15,2021-05-12,5,"new",132
2021,"3014_15",15,2021-05-12,5,"new",132
2021,"3014_15",15,2021-05-27,7,"new",146
2021,"3014_15",15,2021-05-27,7,"lost",146
2021,"3014_15",15,2021-05-27,7,"lost",146
2021,"3047_15",15,2021-04-24,2,"new",111
2021,"3047_15",15,2021-04-30,3,"new",118
2021,"3047_15",15,2021-05-20,6,"lost",139
2021,"3047_15",15,2021-06-04,8,"lost",153
2021,"3052_15",15,2021-05-12,5,"new",132
2021,"3065_15",15,2021-04-24,2,"new",111
2021,"3065_15",15,2021-04-30,3,"new",118
2021,"3065_15",15,2021-04-30,3,"new",118
2021,"3065_15",15,2021-05-07,4,"new",125
2021,"3065_15",15,2021-05-12,5,"new",132
2021,"3065_15",15,2021-05-20,6,"lost",139
2021,"3065_15",15,2021-05-20,6,"lost",139
2021,"3065_15",15,2021-05-27,7,"new",146
2021,"3065_15",15,2021-06-04,8,"lost",153
2021,"3065_15",15,2021-06-04,8,"lost",153
2021,"3065_15",15,2021-06-10,9,"lost",160
2021,"3068_15",15,2021-04-30,3,"new",118
2021,"3068_15",15,2021-05-27,7,"lost",146
2021,"3076_15",15,2021-04-24,2,"new",111
2021,"3076_15",15,2021-06-04,8,"lost",153
2021,"3083_15",15,2021-04-30,3,"new",118
2021,"3083_15",15,2021-05-12,5,"new",132
2021,"3083_15",15,2021-05-20,6,"lost",139
2021,"3083_15",15,2021-06-04,8,"lost",153
2021,"3095_15",15,2021-04-24,2,"new",111
2021,"3095_15",15,2021-05-07,4,"new",125
2021,"3095_15",15,2021-05-20,6,"lost",139
2021,"3095_15",15,2021-05-20,6,"lost",139
2021,"3116_15",15,2021-04-30,3,"new",118
2021,"3116_15",15,2021-04-30,3,"new",118
2021,"3116_15",15,2021-04-30,3,"new",118
2021,"3116_15",15,2021-05-07,4,"new",125
2021,"3116_15",15,2021-05-20,6,"lost",139
2021,"3116_15",15,2021-05-20,6,"lost",139
2021,"3297_15",15,2021-04-30,3,"new",118
2021,"3297_15",15,2021-05-27,7,"lost",146
2021,"3332_15",15,2021-05-12,5,"new",132
2021,"3332_15",15,2021-05-12,5,"lost",132
2021,"3341_15",15,2021-04-30,3,"new",118
2021,"3341_15",15,2021-04-30,3,"new",118
2021,"3341_15",15,2021-05-20,6,"lost",139
2021,"3354_15",15,2021-04-30,3,"new",118
2021,"3354_15",15,2021-04-30,3,"new",118
2021,"3354_15",15,2021-04-30,3,"new",118
2021,"3354_15",15,2021-05-07,4,"lost",125
2021,"3354_15",15,2021-05-07,4,"lost",125
2021,"3354_15",15,2021-05-07,4,"lost",125
2021,"3371_15",15,2021-05-07,4,"new",125
2021,"3371_15",15,2021-05-07,4,"new",125
2021,"3371_15",15,2021-05-20,6,"lost",139
2021,"3372_15",15,2021-04-24,2,"new",111
2021,"3372_15",15,2021-04-30,3,"new",118
2021,"3372_15",15,2021-05-20,6,"lost",139
2021,"3377_15",15,2021-04-24,2,"new",111
2021,"3377_15",15,2021-04-30,3,"new",118
2021,"3377_15",15,2021-05-12,5,"lost",132
2021,"3391_15",15,2021-04-24,2,"new",111
2021,"3391_15",15,2021-05-07,4,"new",125
2021,"3391_15",15,2021-05-20,6,"lost",139
2021,"3391_15",15,2021-05-20,6,"lost",139
2021,"3393_15",15,2021-04-30,3,"new",118
2021,"3395_15",15,2021-05-07,4,"new",125
2021,"3395_15",15,2021-05-20,6,"lost",139
2021,"3397_15",15,2021-04-30,3,"new",118
2021,"3397_15",15,2021-05-20,6,"lost",139
2021,"3417_15",15,2021-04-24,2,"new",111
2021,"3417_15",15,2021-05-20,6,"lost",139
2021,"3423_15",15,2021-05-12,5,"new",132
2021,"3427_15",15,2021-04-30,3,"new",118
2021,"3427_15",15,2021-05-07,4,"new",125
2021,"3427_15",15,2021-05-20,6,"lost",139
2021,"3436_15",15,2021-05-12,5,"new",132
2021,"3455_15",15,2021-04-30,3,"new",118
2021,"3455_15",15,2021-05-20,6,"lost",139
2021,"3479_15",15,2021-05-07,4,"new",125
2021,"3479_15",15,2021-05-27,7,"lost",146
2021,"3481_15",15,2021-04-24,2,"new",111
2021,"3489_15",15,2021-04-24,2,"new",111
2021,"3489_15",15,2021-06-04,8,"lost",153
2021,"3490_15",15,2021-04-24,2,"new",111
2021,"3491_15",15,2021-04-30,3,"new",118
2021,"3491_15",15,2021-05-20,6,"lost",139
2021,"3495_15",15,2021-05-07,4,"new",125
2021,"3495_15",15,2021-05-07,4,"lost",125
2021,"3500_15",15,2021-04-24,2,"new",111
2021,"3500_15",15,2021-06-04,8,"lost",153
2021,"3581_15",15,2021-05-07,4,"new",125
2021,"3581_15",15,2021-05-07,4,"new",125
2021,"3581_15",15,2021-05-27,7,"lost",146
2021,"3581_15",15,2021-05-27,7,"lost",146
2021,"3612_15",15,2021-05-07,4,"new",125
2021,"3612_15",15,2021-05-20,6,"lost",139
2021,"3659_15",15,2021-04-24,2,"new",111
2021,"3659_15",15,2021-06-04,8,"lost",153
2021,"3673_15",15,2021-04-24,2,"new",111
2021,"3673_15",15,2021-05-20,6,"lost",139
2021,"3686_15",15,2021-05-07,4,"new",125
2021,"3686_15",15,2021-05-07,4,"new",125
2021,"3738_15",15,2021-04-24,2,"new",111
2021,"3738_15",15,2021-04-30,3,"new",118
2021,"3738_15",15,2021-05-20,6,"lost",139
2021,"3738_15",15,2021-05-20,6,"lost",139
2021,"3740_15",15,2021-04-30,3,"new",118
2021,"3757_15",15,2021-05-07,4,"new",125
2021,"3757_15",15,2021-05-12,5,"lost",132
2021,"3760_15",15,2021-05-07,4,"new",125
2021,"3760_15",15,2021-05-12,5,"lost",132
2021,"3774_15",15,2021-04-30,3,"new",118
2021,"3774_15",15,2021-05-20,6,"lost",139
2021,"3863_15",15,2021-04-30,3,"new",118
2021,"3863_15",15,2021-06-04,8,"lost",153
2021,"3882_15",15,2021-04-30,3,"new",118
2021,"3882_15",15,2021-05-20,6,"lost",139
2021,"3892_15",15,2021-05-07,4,"new",125
2022,"3126_1",1,2022-04-25,4,"new",117
2022,"3126_1",1,2022-05-16,7,"new",138
2022,"3126_1",1,2022-06-02,9,"lost",152
2022,"3151_1",1,2022-04-25,4,"new",117
2022,"3151_1",1,2022-04-25,4,"lost",117
2022,"3151_1",1,2022-05-16,7,"new",138
2022,"3192_1",1,2022-05-08,6,"new",131
2022,"3347_1",1,2022-05-08,6,"new",131
2022,"3365_1",1,2022-04-25,4,"new",117
2022,"3365_1",1,2022-05-16,7,"new",138
2022,"3365_1",1,2022-06-02,9,"lost",152
2022,"3410_1",1,2022-05-16,7,"new",138
2022,"3412_1",1,2022-05-08,6,"new",131
2022,"3424_1",1,2022-05-08,6,"new",131
2022,"3424_1",1,2022-06-07,10,"lost",159
2022,"3432_1",1,2022-05-08,6,"new",131
2022,"3432_1",1,2022-05-08,6,"new",131
2022,"3434_1",1,2022-05-16,7,"new",138
2022,"3434_1",1,2022-06-02,9,"lost",152
2022,"3506_1",1,2022-05-08,6,"new",131
2022,"3506_1",1,2022-05-16,7,"new",138
2022,"3506_1",1,2022-05-25,8,"new",145
2022,"3506_1",1,2022-05-25,8,"new",145
2022,"3506_1",1,2022-06-02,9,"lost",152
2022,"3525_1",1,2022-05-16,7,"new",138
2022,"3542_1",1,2022-04-25,4,"new",117
2022,"3542_1",1,2022-05-02,5,"new",124
2022,"3542_1",1,2022-05-16,7,"new",138
2022,"3542_1",1,2022-05-16,7,"new",138
2022,"3542_1",1,2022-06-02,9,"lost",152
2022,"3542_1",1,2022-06-02,9,"lost",152
2022,"3543_1",1,2022-05-25,8,"new",145
2022,"3567_1",1,2022-04-19,3,"new",110
2022,"3567_1",1,2022-05-16,7,"new",138
2022,"3567_1",1,2022-06-02,9,"lost",152
2022,"3583_1",1,2022-05-25,8,"new",145
2022,"3599_1",1,2022-05-02,5,"new",124
2022,"3599_1",1,2022-05-16,7,"new",138
2022,"3599_1",1,2022-06-02,9,"lost",152
2022,"3608_1",1,2022-05-08,6,"new",131
2022,"3608_1",1,2022-05-25,8,"new",145
2022,"3608_1",1,2022-05-25,8,"new",145
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-02,9,"new",152
2022,"3610_1",1,2022-06-07,10,"lost",159
2022,"3611_1",1,2022-04-25,4,"new",117
2022,"3611_1",1,2022-05-16,7,"new",138
2022,"3611_1",1,2022-06-02,9,"lost",152
2022,"3627_1",1,2022-04-25,4,"new",117
2022,"3627_1",1,2022-05-16,7,"new",138
2022,"3627_1",1,2022-06-02,9,"lost",152
2022,"3645_1",1,2022-05-08,6,"new",131
