"year","plantid","plot","survey.date","survey.period","varb","init.doy"
2021,"3644_5_8H",5,2021-05-14,5,"lost",131
2021,"3649_5_11A",5,2021-04-30,3,"new",117
2021,"3649_5_11A",5,2021-05-20,6,"lost",138
2021,"3697_5_16G",5,2021-05-14,5,"new",131
2021,"3697_5_16G",5,2021-05-14,5,"lost",131
2021,"3810_5_9B",5,2021-05-04,3,"new",117
2021,"3810_5_9B",5,2021-05-20,6,"lost",138
2021,"3833_5_16B",5,2021-04-30,3,"new",117
2021,"3896_5_10F",5,2021-05-14,5,"new",131
2021,"3896_5_10F",5,2021-05-14,5,"lost",131
2021,"5021_5_6E",5,2021-04-22,2,"new",110
2021,"5021_5_6E",5,2021-05-20,6,"lost",138
2021,"5036_5_11H",5,2021-04-30,3,"new",117
2021,"5036_5_11H",5,2021-05-07,4,"lost",124
2021,"5045_5_13C",5,2021-04-30,3,"new",117
2021,"3070_6_4G",6,2021-04-22,2,"new",110
2021,"3070_6_4G",6,2021-05-13,5,"new",131
2021,"3070_6_4G",6,2021-05-13,5,"new",131
2021,"3070_6_4G",6,2021-06-10,9,"lost",159
2021,"3136_6_16B",6,2021-04-30,3,"new",117
2021,"3136_6_16B",6,2021-05-07,4,"new",124
2021,"3136_6_16B",6,2021-06-04,8,"lost",152
2021,"3140_6_18F",6,2021-04-30,3,"new",117
2021,"3140_6_18F",6,2021-06-16,10,"lost",166
2021,"3141_6_15E",6,2021-04-30,3,"new",117
2021,"3141_6_15E",6,2021-04-30,3,"new",117
2021,"3141_6_15E",6,2021-05-07,4,"new",124
2021,"3141_6_15E",6,2021-05-27,7,"lost",145
2021,"3141_6_15E",6,2021-06-04,8,"lost",152
2021,"3173_6_18F",6,2021-04-30,3,"new",117
2021,"3173_6_18F",6,2021-06-16,10,"lost",166
2021,"3319_6_11A",6,2021-05-07,4,"new",124
2021,"3319_6_11A",6,2021-05-07,4,"new",124
2021,"3319_6_11A",6,2021-05-13,5,"new",131
2021,"3319_6_11A",6,2021-05-13,5,"new",131
2021,"3345_6_12D",6,2021-04-30,3,"new",117
2021,"3345_6_12D",6,2021-05-07,4,"new",124
2021,"3345_6_12D",6,2021-05-07,4,"new",124
2021,"3345_6_12D",6,2021-06-04,8,"lost",152
2021,"3358_6_12D",6,2021-04-30,3,"new",117
2021,"3358_6_12D",6,2021-05-07,4,"new",124
2021,"3358_6_12D",6,2021-05-13,5,"new",131
2021,"3358_6_12D",6,2021-06-04,8,"lost",152
2021,"3360_6_12C",6,2021-05-13,5,"new",131
2021,"3360_6_12C",6,2021-05-13,5,"new",131
2021,"3360_6_12C",6,2021-06-16,10,"lost",166
2021,"3372_6_14G",6,2021-05-07,4,"new",124
2021,"3372_6_14G",6,2021-05-07,4,"new",124
2021,"3372_6_14G",6,2021-05-20,6,"new",138
2021,"3372_6_14G",6,2021-05-20,6,"lost",138
2021,"3400_6_8E",6,2021-05-13,5,"new",131
2021,"3400_6_8E",6,2021-06-16,10,"lost",166
2021,"3454_6_15H",6,2021-05-07,4,"new",124
2021,"3456_6_13B",6,2021-04-30,3,"new",117
2021,"3466_6_19B",6,2021-04-30,3,"new",117
2021,"3489_6_13B",6,2021-05-07,4,"new",124
2021,"3518_6_10I",6,2021-04-30,3,"new",117
2021,"3518_6_10I",6,2021-05-07,4,"new",124
2021,"3518_6_10I",6,2021-06-04,8,"lost",152
2021,"3630_6_16I",6,2021-04-30,3,"new",117
2021,"3630_6_16I",6,2021-06-16,10,"lost",166
2021,"3643_6_18H",6,2021-04-30,3,"new",117
2021,"3643_6_18H",6,2021-04-30,3,"new",117
2021,"3643_6_18H",6,2021-06-16,10,"lost",166
2021,"3648_6_16F",6,2021-05-07,4,"new",124
2021,"3648_6_16F",6,2021-05-07,4,"new",124
2021,"3648_6_16F",6,2021-06-04,8,"lost",152
2021,"3669_6_14E",6,2021-05-07,4,"new",124
2021,"3669_6_14E",6,2021-05-07,4,"new",124
2021,"3669_6_14E",6,2021-06-04,8,"lost",152
2021,"3725_6_15G",6,2021-05-13,5,"new",131
2021,"3725_6_15G",6,2021-06-10,9,"lost",159
2021,"3729_6_19F",6,2021-05-13,5,"new",131
2021,"3729_6_19F",6,2021-05-20,6,"new",138
2021,"3733_6_15G",6,2021-05-13,5,"new",131
2021,"3743_6_18A",6,2021-05-13,5,"new",131
2021,"3748_6_5E",6,2021-04-22,2,"new",110
2021,"3748_6_5E",6,2021-05-07,4,"new",124
2021,"3748_6_5E",6,2021-06-04,8,"lost",152
2021,"3748_6_5E",6,2021-06-16,10,"lost",166
2021,"3753_6_11A",6,2021-05-13,5,"new",131
2021,"3773_6_19F",6,2021-05-13,5,"new",131
2021,"3777_6_15G",6,2021-05-13,5,"new",131
2021,"3777_6_15G",6,2021-06-04,8,"lost",152
2021,"3887_6_16D",6,2021-05-13,5,"new",131
2021,"3887_6_16D",6,2021-05-13,5,"new",131
2021,"3887_6_16D",6,2021-06-10,9,"new",159
2021,"3887_6_16D",6,2021-06-10,9,"lost",159
2021,"3918_6_7C",6,2021-05-13,5,"new",131
2021,"3089_7_5I",7,2021-04-30,3,"new",117
2021,"3089_7_5I",7,2021-05-20,6,"lost",138
2021,"3298_7_9C",7,2021-04-30,3,"new",117
2021,"3298_7_9C",7,2021-04-30,3,"new",117
2021,"3298_7_9C",7,2021-05-27,7,"lost",145
2021,"3450_7_4H",7,2021-04-22,2,"new",110
2021,"3450_7_4H",7,2021-05-20,6,"lost",138
2021,"3453_7_0C",7,2021-04-14,1,"new",103
2021,"3453_7_0C",7,2021-04-30,3,"new",117
2021,"3453_7_0C",7,2021-05-20,6,"lost",138
2021,"3866_7_10B",7,2021-04-30,3,"new",117
2021,"3866_7_10B",7,2021-05-20,6,"lost",138
2021,"3874_7_8C",7,2021-04-30,3,"new",117
2021,"3874_7_8C",7,2021-04-30,3,"new",117
2021,"3874_7_8C",7,2021-05-11,5,"lost",131
2021,"3874_7_8C",7,2021-05-20,6,"lost",138
2021,"3994_7_9J",7,2021-05-07,4,"new",124
2021,"3994_7_9J",7,2021-05-07,4,"new",124
2021,"3994_7_9J",7,2021-05-27,7,"lost",145
2021,"3994_7_9J",7,2021-06-04,8,"lost",152
2021,"5047_7_9B",7,2021-04-30,3,"new",117
2021,"5047_7_9B",7,2021-05-20,6,"lost",138
2021,"5049_7_2D",7,2021-04-30,3,"new",117
2021,"5049_7_2D",7,2021-05-11,5,"lost",131
2021,"3143_9_14T",9,2021-05-07,4,"new",124
2021,"3143_9_14T",9,2021-05-11,5,"new",131
2021,"3143_9_14T",9,2021-06-16,10,"lost",166
2021,"3190_10_1B",10,2021-04-30,3,"new",117
2021,"3135_12_7G",12,2021-04-30,3,"new",117
2021,"3135_12_7G",12,2021-05-12,5,"new",131
2021,"3135_12_7G",12,2021-06-10,9,"lost",159
2021,"3536_12_18A",12,2021-04-30,3,"new",117
2021,"3536_12_18A",12,2021-05-07,4,"new",124
2021,"3536_12_18A",12,2021-06-10,9,"lost",159
2021,"3578_12_15A",12,2021-04-30,3,"new",117
2021,"3578_12_15A",12,2021-05-07,4,"new",124
2021,"3578_12_15A",12,2021-06-10,9,"lost",159
2021,"3018_13_10G",13,2021-05-07,4,"new",124
2021,"3023_13_16G",13,2021-05-07,4,"new",124
2021,"3128_13_13H",13,2021-05-12,5,"new",131
2021,"3142_13_17A",13,2021-05-12,5,"new",131
2021,"3143_13_11A",13,2021-05-07,4,"new",124
2021,"3155_13_5A",13,2021-05-12,5,"new",131
2021,"3180_13_17H",13,2021-05-20,6,"new",138
2021,"3180_13_17H",13,2021-05-27,7,"lost",145
2021,"3187_13_1J",13,2021-05-07,4,"new",124
2021,"3187_13_1J",13,2021-06-04,8,"lost",152
2021,"3196_13_14A",13,2021-04-30,3,"new",117
2021,"3196_13_14A",13,2021-05-07,4,"lost",124
2021,"3357_13_16J",13,2021-05-12,5,"new",131
2021,"3357_13_16J",13,2021-06-04,8,"lost",152
2021,"3373_13_13J",13,2021-05-12,5,"new",131
2021,"3376_13_16F",13,2021-05-07,4,"new",124
2021,"3376_13_16F",13,2021-05-12,5,"new",131
2021,"3376_13_16F",13,2021-05-20,6,"lost",138
2021,"3382_13_5C",13,2021-04-30,3,"new",117
2021,"3390_13_7G",13,2021-05-12,5,"new",131
2021,"3396_13_12B",13,2021-04-23,2,"new",110
2021,"3396_13_12B",13,2021-05-12,5,"new",131
2021,"3396_13_12B",13,2021-05-12,5,"new",131
2021,"3397_13_17G",13,2021-05-12,5,"new",131
2021,"3400_13_3H",13,2021-05-07,4,"new",124
2021,"3400_13_3H",13,2021-05-27,7,"lost",145
2021,"3421_13_0C",13,2021-05-07,4,"new",124
2021,"3428_13_0D",13,2021-04-30,3,"new",117
2021,"3428_13_0D",13,2021-05-27,7,"lost",145
2021,"3428_13_4C",13,2021-05-12,5,"new",131
2021,"3428_13_4C",13,2021-06-10,9,"lost",159
2021,"3429_13_0D",13,2021-05-07,4,"new",124
2021,"3429_13_0D",13,2021-06-04,8,"lost",152
2021,"3433_13_3A",13,2021-04-30,3,"new",117
2021,"3481_13_12F",13,2021-05-07,4,"new",124
2021,"3494_13_16D",13,2021-04-23,2,"new",110
2021,"3494_13_16D",13,2021-05-07,4,"new",124
2021,"3494_13_16D",13,2021-06-04,8,"lost",152
2021,"3515_13_14G",13,2021-04-30,3,"new",117
2021,"3515_13_14G",13,2021-04-30,3,"new",117
2021,"3595_13_2F",13,2021-04-30,3,"new",117
2021,"3595_13_2F",13,2021-05-07,4,"new",124
2021,"3595_13_2F",13,2021-05-12,5,"lost",131
2021,"3605_13_15F",13,2021-05-12,5,"new",131
2021,"3616_13_10B",13,2021-04-30,3,"new",117
2021,"3620_13_12J",13,2021-04-30,3,"new",117
2021,"3628_13_17D",13,2021-05-12,5,"new",131
2021,"3628_13_17D",13,2021-05-20,6,"new",138
2021,"3642_13_10G",13,2021-04-23,2,"new",110
2021,"3642_13_10G",13,2021-05-07,4,"new",124
2021,"3642_13_10G",13,2021-06-04,8,"lost",152
2021,"3675_13_13I",13,2021-04-30,3,"new",117
2021,"3675_13_13I",13,2021-05-12,5,"new",131
2021,"3705_13_14H",13,2021-06-04,8,"new",152
2021,"3726_13_0E",13,2021-05-07,4,"new",124
2021,"3726_13_0E",13,2021-05-20,6,"lost",138
2021,"3756_13_12G",13,2021-05-20,6,"new",138
2021,"3769_13_0G",13,2021-05-07,4,"new",124
2021,"3769_13_0G",13,2021-06-04,8,"lost",152
2021,"3775_13_11G",13,2021-05-12,5,"new",131
2021,"3780_13_7J",13,2021-05-12,5,"new",131
2021,"3826_13_5A",13,2021-05-12,5,"new",131
2021,"3853_13_16A",13,2021-05-07,4,"new",124
2021,"3853_13_16A",13,2021-05-20,6,"new",138
2021,"3853_13_16A",13,2021-06-16,10,"lost",166
2021,"3978_13_2F",13,2021-05-07,4,"new",124
2021,"3978_13_2F",13,2021-05-07,4,"new",124
2021,"3978_13_2F",13,2021-06-04,8,"lost",152
2021,"3149_14_29A",14,2021-05-07,4,"new",124
2021,"3305_14_7B",14,2021-05-07,4,"new",124
2021,"3360_14_8D",14,2021-05-07,4,"new",124
2021,"3363_14_15H",14,2021-04-24,2,"new",110
2021,"3363_14_15H",14,2021-05-07,4,"new",124
2021,"3363_14_15H",14,2021-05-07,4,"new",124
2021,"3363_14_15H",14,2021-06-04,8,"lost",152
2021,"3432_14_2J",14,2021-04-30,3,"new",117
2021,"3556_14_15H",14,2021-04-24,2,"new",110
2021,"3556_14_15H",14,2021-04-30,3,"new",117
2021,"3556_14_15H",14,2021-06-04,8,"lost",152
2021,"3607_14_10D",14,2021-05-12,5,"new",131
2021,"3661_14_7I",14,2021-04-30,3,"new",117
2021,"3014_15_9I",15,2021-05-12,5,"new",131
2021,"3014_15_9I",15,2021-05-12,5,"new",131
2021,"3014_15_9I",15,2021-05-27,7,"new",145
2021,"3014_15_9I",15,2021-05-27,7,"lost",145
2021,"3014_15_9I",15,2021-05-27,7,"lost",145
2021,"3047_15_14J",15,2021-04-24,2,"new",110
2021,"3047_15_14J",15,2021-04-30,3,"new",117
2021,"3047_15_14J",15,2021-05-20,6,"lost",138
2021,"3047_15_14J",15,2021-06-04,8,"lost",152
2021,"3052_15_3J",15,2021-05-12,5,"new",131
2021,"3065_15_2F",15,2021-04-24,2,"new",110
2021,"3065_15_2F",15,2021-04-30,3,"new",117
2021,"3065_15_2F",15,2021-04-30,3,"new",117
2021,"3065_15_2F",15,2021-05-07,4,"new",124
2021,"3065_15_2F",15,2021-05-12,5,"new",131
2021,"3065_15_2F",15,2021-05-20,6,"lost",138
2021,"3065_15_2F",15,2021-05-20,6,"lost",138
2021,"3065_15_2F",15,2021-05-27,7,"new",145
2021,"3065_15_2F",15,2021-06-04,8,"lost",152
2021,"3065_15_2F",15,2021-06-04,8,"lost",152
2021,"3065_15_2F",15,2021-06-10,9,"lost",159
2021,"3068_15_6I",15,2021-04-30,3,"new",117
2021,"3068_15_6I",15,2021-05-27,7,"lost",145
2021,"3076_15_13H",15,2021-04-24,2,"new",110
2021,"3076_15_13H",15,2021-06-04,8,"lost",152
2021,"3083_15_7I",15,2021-04-30,3,"new",117
2021,"3083_15_7I",15,2021-05-12,5,"new",131
2021,"3083_15_7I",15,2021-05-20,6,"lost",138
2021,"3083_15_7I",15,2021-06-04,8,"lost",152
2021,"3095_15_6J",15,2021-04-24,2,"new",110
2021,"3095_15_6J",15,2021-05-07,4,"new",124
2021,"3095_15_6J",15,2021-05-20,6,"lost",138
2021,"3095_15_6J",15,2021-05-20,6,"lost",138
2021,"3116_15_16C",15,2021-04-30,3,"new",117
2021,"3116_15_16C",15,2021-04-30,3,"new",117
2021,"3116_15_16C",15,2021-04-30,3,"new",117
2021,"3116_15_16C",15,2021-05-07,4,"new",124
2021,"3116_15_16C",15,2021-05-20,6,"lost",138
2021,"3116_15_16C",15,2021-05-20,6,"lost",138
2021,"3297_15_12I",15,2021-04-30,3,"new",117
2021,"3297_15_12I",15,2021-05-27,7,"lost",145
2021,"3332_15_5J",15,2021-05-12,5,"new",131
2021,"3332_15_5J",15,2021-05-12,5,"lost",131
2021,"3341_15_3H",15,2021-04-30,3,"new",117
2021,"3341_15_3H",15,2021-04-30,3,"new",117
2021,"3341_15_3H",15,2021-05-20,6,"lost",138
2021,"3354_15_11B",15,2021-04-30,3,"new",117
2021,"3354_15_11B",15,2021-04-30,3,"new",117
2021,"3354_15_11B",15,2021-04-30,3,"new",117
2021,"3354_15_11B",15,2021-05-07,4,"lost",124
2021,"3354_15_11B",15,2021-05-07,4,"lost",124
2021,"3354_15_11B",15,2021-05-07,4,"lost",124
2021,"3371_15_14C",15,2021-05-07,4,"new",124
2021,"3371_15_14C",15,2021-05-07,4,"new",124
2021,"3371_15_14C",15,2021-05-20,6,"lost",138
2021,"3372_15_19C",15,2021-04-24,2,"new",110
2021,"3372_15_19C",15,2021-04-30,3,"new",117
2021,"3372_15_19C",15,2021-05-20,6,"lost",138
2021,"3377_15_14G",15,2021-04-24,2,"new",110
2021,"3377_15_14G",15,2021-04-30,3,"new",117
2021,"3377_15_14G",15,2021-05-12,5,"lost",131
2021,"3391_15_16A",15,2021-04-24,2,"new",110
2021,"3391_15_16A",15,2021-05-07,4,"new",124
2021,"3391_15_16A",15,2021-05-20,6,"lost",138
2021,"3391_15_16A",15,2021-05-20,6,"lost",138
2021,"3393_15_0J",15,2021-04-30,3,"new",117
2021,"3395_15_16G",15,2021-05-07,4,"new",124
2021,"3395_15_16G",15,2021-05-20,6,"lost",138
2021,"3397_15_11F",15,2021-04-30,3,"new",117
2021,"3397_15_11F",15,2021-05-20,6,"lost",138
2021,"3417_15_6I",15,2021-04-24,2,"new",110
2021,"3417_15_6I",15,2021-05-20,6,"lost",138
2021,"3423_15_2I",15,2021-05-12,5,"new",131
2021,"3427_15_1J",15,2021-04-30,3,"new",117
2021,"3427_15_1J",15,2021-05-07,4,"new",124
2021,"3427_15_1J",15,2021-05-20,6,"lost",138
2021,"3436_15_12H",15,2021-05-12,5,"new",131
2021,"3455_15_15C",15,2021-04-30,3,"new",117
2021,"3455_15_15C",15,2021-05-20,6,"lost",138
2021,"3479_15_5F",15,2021-05-07,4,"new",124
2021,"3479_15_5F",15,2021-05-27,7,"lost",145
2021,"3481_15_15H",15,2021-04-24,2,"new",110
2021,"3489_15_14G",15,2021-04-24,2,"new",110
2021,"3489_15_14G",15,2021-06-04,8,"lost",152
2021,"3490_15_12C",15,2021-04-24,2,"new",110
2021,"3491_15_17E",15,2021-04-30,3,"new",117
2021,"3491_15_17E",15,2021-05-20,6,"lost",138
2021,"3495_15_12C",15,2021-05-07,4,"new",124
2021,"3495_15_12C",15,2021-05-07,4,"lost",124
2021,"3500_15_10D",15,2021-04-24,2,"new",110
2021,"3500_15_10D",15,2021-06-04,8,"lost",152
2021,"3581_15_15I",15,2021-05-07,4,"new",124
2021,"3581_15_15I",15,2021-05-07,4,"new",124
2021,"3581_15_15I",15,2021-05-27,7,"lost",145
2021,"3581_15_15I",15,2021-05-27,7,"lost",145
2021,"3612_15_12E",15,2021-05-07,4,"new",124
2021,"3612_15_12E",15,2021-05-20,6,"lost",138
2021,"3659_15_4C",15,2021-04-24,2,"new",110
2021,"3659_15_4C",15,2021-06-04,8,"lost",152
2021,"3673_15_10A",15,2021-04-24,2,"new",110
2021,"3673_15_10A",15,2021-05-20,6,"lost",138
2021,"3686_15_16H",15,2021-05-07,4,"new",124
2021,"3686_15_16H",15,2021-05-07,4,"new",124
2021,"3738_15_17H",15,2021-04-24,2,"new",110
2021,"3738_15_17H",15,2021-04-30,3,"new",117
2021,"3738_15_17H",15,2021-05-20,6,"lost",138
2021,"3738_15_17H",15,2021-05-20,6,"lost",138
2021,"3740_15_13J",15,2021-04-30,3,"new",117
2021,"3757_15_13G",15,2021-05-07,4,"new",124
2021,"3757_15_13G",15,2021-05-12,5,"lost",131
2021,"3760_15_8G",15,2021-05-07,4,"new",124
2021,"3760_15_8G",15,2021-05-12,5,"lost",131
2021,"3774_15_9F",15,2021-04-30,3,"new",117
2021,"3774_15_9F",15,2021-05-20,6,"lost",138
2021,"3863_15_8I",15,2021-04-30,3,"new",117
2021,"3863_15_8I",15,2021-06-04,8,"lost",152
2021,"3882_15_2I",15,2021-04-30,3,"new",117
2021,"3882_15_2I",15,2021-05-20,6,"lost",138
2021,"3892_15_0B",15,2021-05-07,4,"new",124
2022,"3126_1",1,2022-04-25,4,"new",116
2022,"3126_1",1,2022-05-16,7,"new",137
2022,"3126_1",1,2022-06-02,9,"lost",151
