"plantid","Year","Plot","in.demo","in.phen","in.seed","No.leaves","Leaf.length","No.umbels","umbel.no","no.seeds","phen.umbels","phen.julis","demo.note","proc.note","demo.edited","seed.note","obs.alive","surv"
"3435_14",2021,14,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3435_14",2022,14,TRUE,FALSE,FALSE,0,,,,,,"","NP","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3435_14",2023,14,TRUE,FALSE,FALSE,1,21,0,,,,"","","",FALSE,"",TRUE,TRUE
"3435_14",2024,14,TRUE,FALSE,FALSE,0,,,,,,"","NP; moss","",FALSE,"",FALSE,FALSE
"3436_15",2018,15,TRUE,FALSE,FALSE,2,16.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3436_15",2019,15,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 2",TRUE,"",FALSE,TRUE
"3436_15",2020,15,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length NA",TRUE,"",FALSE,TRUE
"3436_15",2021,15,TRUE,TRUE,TRUE,2,15.5,1,1,26,1,"132","","",FALSE,"Was not a bagged plant, but seeds easy to count;;",TRUE,TRUE
"3436_15",2022,15,TRUE,TRUE,TRUE,4,20,2,2,22,2,"117; 145","","",FALSE,";",TRUE,TRUE
"3436_15",2022,15,TRUE,TRUE,TRUE,4,20,2,1,54,2,"117; 145","","",FALSE,";",TRUE,TRUE
"3436_15",2023,15,TRUE,TRUE,TRUE,3,22,1,1,128,1,"137","","",FALSE,"",TRUE,TRUE
"3436_15",2024,15,TRUE,TRUE,TRUE,3,20,1,1,0,1,"117","","",FALSE,"counted on 6-Jun; plant/umbels gone;",TRUE,TRUE
"3437_1",2019,1,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3437_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3437_1",2021,1,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3437_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3437_1",2023,1,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled.","",FALSE,"",FALSE,FALSE
"3438_13",2018,13,TRUE,FALSE,FALSE,2,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3438_13",2019,13,TRUE,FALSE,FALSE,1,9,0,,,,"","","",FALSE,"",TRUE,TRUE
"3438_13",2020,13,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3438_13",2021,13,TRUE,FALSE,FALSE,2,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3438_13",2022,13,TRUE,FALSE,FALSE,2,9,0,,,,"","given new tag 3953 in 2021 but not same plant as 3953. 3953 is NP but 3438 has one (they are in different spots)","",FALSE,"",TRUE,TRUE
"3438_13",2023,13,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3438_13",2024,13,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3439_12",2018,12,TRUE,FALSE,FALSE,1,4,0,,,,"","","",FALSE,"",TRUE,TRUE
"3439_12",2019,12,TRUE,FALSE,FALSE,1,6,0,,,,"","","",FALSE,"",TRUE,TRUE
"3439_12",2020,12,TRUE,FALSE,FALSE,1,4.2,0,,,,"","","",FALSE,"",TRUE,TRUE
"3439_12",2021,12,TRUE,FALSE,FALSE,1,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3439_12",2022,12,TRUE,FALSE,FALSE,1,19,0,,,,"","","",FALSE,"",TRUE,TRUE
"3439_12",2023,12,TRUE,TRUE,TRUE,2,17,1,1,22,1,"123","","",FALSE,"",TRUE,TRUE
"3439_12",2024,12,TRUE,FALSE,FALSE,2,15.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3440_14",2018,14,TRUE,FALSE,FALSE,1,12.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3440_14",2019,14,TRUE,FALSE,FALSE,1,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3440_14",2020,14,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3440_14",2021,14,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3440_14",2022,14,TRUE,TRUE,TRUE,4,18,1,1,4,1,"145","outside plot","",FALSE,";",TRUE,TRUE
"3440_14",2023,14,TRUE,FALSE,FALSE,1,4,0,,,,"","","",FALSE,"",TRUE,TRUE
"3440_14",2024,14,TRUE,FALSE,FALSE,1,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3441_13",2018,13,TRUE,FALSE,FALSE,2,13.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3441_13",2019,13,TRUE,FALSE,FALSE,2,14,2,,,,"","","",FALSE,"",TRUE,TRUE
"3441_13",2020,13,TRUE,FALSE,FALSE,1,10.8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3441_13",2021,13,TRUE,FALSE,FALSE,1,14.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3441_13",2022,13,TRUE,TRUE,TRUE,4,14,3,3,0,3,"96; 117; 117","","",FALSE,";",TRUE,TRUE
"3441_13",2022,13,TRUE,TRUE,TRUE,4,14,3,1,170,3,"96; 117; 117","","",FALSE,";",TRUE,TRUE
"3441_13",2022,13,TRUE,TRUE,TRUE,4,14,3,2,252,3,"96; 117; 117","","",FALSE,";",TRUE,TRUE
"3441_13",2023,13,TRUE,TRUE,TRUE,5,15,3,1,188,3,"116; 130; 130","1 dead umbel","",FALSE,"",TRUE,TRUE
"3441_13",2023,13,TRUE,TRUE,TRUE,5,15,3,2,222,3,"116; 130; 130","1 dead umbel","",FALSE,"",TRUE,TRUE
"3441_13",2023,13,TRUE,TRUE,TRUE,5,15,3,3,0,3,"116; 130; 130","1 dead umbel","",FALSE,"",TRUE,TRUE
"3441_13",2024,13,TRUE,TRUE,TRUE,2,14,1,1,114,2,"96; 117","","",FALSE,"counted on 11-Jun; only one umbel present",TRUE,TRUE
"3442_9",2018,9,TRUE,FALSE,FALSE,1,15,0,,,,"","","",FALSE,"",TRUE,TRUE
"3442_9",2019,9,TRUE,FALSE,FALSE,2,23,0,,,,"","","",FALSE,"",TRUE,TRUE
"3442_9",2020,9,TRUE,FALSE,FALSE,1,23.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3442_9",2021,9,TRUE,FALSE,FALSE,2,26,0,,,,"","13L","",FALSE,"",TRUE,TRUE
"3442_9",2022,9,TRUE,FALSE,FALSE,2,26,0,,,,"","13L","",FALSE,"",TRUE,TRUE
"3442_9",2023,9,TRUE,FALSE,FALSE,1,31,0,,,,"","13B (div)","",FALSE,"",TRUE,TRUE
"3442_9",2024,9,TRUE,FALSE,FALSE,2,23,0,,,,"","13B (div)","",FALSE,"",TRUE,TRUE
"3443_7",2018,7,TRUE,FALSE,FALSE,3,18,1,,,,"","","",FALSE,"",TRUE,TRUE
"3443_7",2019,7,TRUE,FALSE,FALSE,2,20,2,,,,"","","",FALSE,"",TRUE,TRUE
"3443_7",2020,7,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3443_7",2021,7,TRUE,FALSE,FALSE,1,19.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3443_7",2022,7,TRUE,TRUE,TRUE,2,24,1,1,0,1,"117","","",FALSE,";",TRUE,TRUE
"3443_7",2023,7,TRUE,FALSE,FALSE,2,18.5,1,,,,"","on plot edge. Did not track phenology.","",FALSE,"",TRUE,TRUE
"3443_7",2024,7,TRUE,FALSE,FALSE,6,30.5,3,,,,"","not in phen b/c on plot edge","",FALSE,"",TRUE,TRUE
"3444_12",2018,12,TRUE,FALSE,FALSE,1,5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3444_12",2019,12,TRUE,FALSE,FALSE,1,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3444_12",2020,12,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3444_12",2021,12,TRUE,FALSE,FALSE,1,10.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3444_12",2022,12,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3444_12",2023,12,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled.","",FALSE,"",FALSE,FALSE
"3445_12",2018,12,TRUE,FALSE,FALSE,1,6,0,,,,"","","",FALSE,"",TRUE,TRUE
"3445_12",2019,12,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3445_12",2020,12,TRUE,FALSE,FALSE,1,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3445_12",2021,12,TRUE,FALSE,FALSE,1,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3445_12",2022,12,TRUE,TRUE,TRUE,3,16,1,1,6,1,"138","","",FALSE,";",TRUE,TRUE
"3445_12",2023,12,TRUE,TRUE,TRUE,2,12,1,1,0,1,"123","","",FALSE,"",TRUE,TRUE
"3445_12",2024,12,TRUE,TRUE,TRUE,3,16.5,2,1,0,2,"110; 138","","",FALSE,"counted on 15-Jun",TRUE,TRUE
"3446_15",2019,15,TRUE,FALSE,FALSE,2,13,1,,,,"","","",FALSE,"",TRUE,TRUE
"3446_15",2020,15,TRUE,FALSE,FALSE,1,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_15",2021,15,TRUE,FALSE,FALSE,3,17,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_15",2022,15,TRUE,TRUE,TRUE,3,25,1,1,132,1,"145","","",FALSE,";",TRUE,TRUE
"3446_15",2023,15,TRUE,TRUE,TRUE,1,19,1,1,26,1,"130","","",FALSE,"",TRUE,TRUE
"3446_15",2024,15,TRUE,TRUE,TRUE,2,19.5,1,1,20,1,"131","","",FALSE,"counted on 15-Jun",TRUE,TRUE
"3446_7",2018,7,TRUE,FALSE,FALSE,2,8.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_7",2019,7,TRUE,FALSE,FALSE,2,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_7",2020,7,TRUE,FALSE,FALSE,3,21.8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_7",2021,7,TRUE,FALSE,FALSE,2,15,0,,,,"","","",FALSE,"",TRUE,TRUE
"3446_7",2022,7,TRUE,TRUE,TRUE,2,18,2,2,0,2,"103; 110","","",FALSE,";",TRUE,TRUE
"3446_7",2022,7,TRUE,TRUE,TRUE,2,18,2,1,4,2,"103; 110","","",FALSE,";",TRUE,TRUE
"3446_7",2023,7,TRUE,TRUE,TRUE,6,24,5,4,0,5,"116; 123; 130; 130; 130","3 umbels dead","",FALSE,"",TRUE,TRUE
"3446_7",2023,7,TRUE,TRUE,TRUE,6,24,5,2,8,5,"116; 123; 130; 130; 130","3 umbels dead","",FALSE,"",TRUE,TRUE
"3446_7",2023,7,TRUE,TRUE,TRUE,6,24,5,5,0,5,"116; 123; 130; 130; 130","3 umbels dead","",FALSE,"",TRUE,TRUE
"3446_7",2023,7,TRUE,TRUE,TRUE,6,24,5,3,0,5,"116; 123; 130; 130; 130","3 umbels dead","",FALSE,"",TRUE,TRUE
"3446_7",2023,7,TRUE,TRUE,TRUE,6,24,5,1,80,5,"116; 123; 130; 130; 130","3 umbels dead","",FALSE,"",TRUE,TRUE
"3446_7",2024,7,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3447_7",2018,7,TRUE,FALSE,FALSE,2,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2019,7,TRUE,FALSE,FALSE,3,15,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2020,7,TRUE,FALSE,FALSE,1,11.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2021,7,TRUE,FALSE,FALSE,2,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2022,7,TRUE,FALSE,FALSE,1,24,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2023,7,TRUE,FALSE,FALSE,1,32,0,,,,"","","",FALSE,"",TRUE,TRUE
"3447_7",2024,7,TRUE,TRUE,TRUE,1,14.5,1,1,0,1,"110","measured leaf very senesced","",FALSE,"counted on ; plant/umbels gone;",TRUE,TRUE
"3448_12",2018,12,TRUE,FALSE,FALSE,1,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3448_12",2019,12,TRUE,FALSE,FALSE,1,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3448_12",2020,12,TRUE,FALSE,FALSE,1,10.8,1,,,,"","umbel eaten","",FALSE,"",TRUE,TRUE
"3448_12",2021,12,TRUE,FALSE,FALSE,2,16,0,,,,"","","",FALSE,"",TRUE,TRUE
"3448_12",2022,12,TRUE,FALSE,FALSE,1,24,0,,,,"","","",FALSE,"",TRUE,TRUE
"3448_12",2023,12,TRUE,TRUE,TRUE,4,15,2,2,8,2,"123; 123","","",FALSE,"",TRUE,TRUE
"3448_12",2023,12,TRUE,TRUE,TRUE,4,15,2,1,132,2,"123; 123","","",FALSE,"",TRUE,TRUE
"3448_12",2024,12,TRUE,TRUE,TRUE,4,14.5,2,2,154,2,"110; 131","","",FALSE,"counted on 11-Jun",TRUE,TRUE
"3448_12",2024,12,TRUE,TRUE,TRUE,4,14.5,2,1,10,2,"110; 131","","",FALSE,"counted on 11-Jun",TRUE,TRUE
"3449_12",2018,12,TRUE,FALSE,FALSE,1,5.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3449_12",2019,12,TRUE,FALSE,FALSE,2,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3449_12",2020,12,TRUE,FALSE,FALSE,1,6.3,0,,,,"","","",FALSE,"",TRUE,TRUE
"3449_12",2021,12,TRUE,FALSE,FALSE,2,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3449_12",2022,12,TRUE,TRUE,TRUE,2,16,2,1,30,2,"131; 145","","",FALSE,";",TRUE,TRUE
"3449_12",2022,12,TRUE,TRUE,TRUE,2,16,2,2,16,2,"131; 145","","",FALSE,";",TRUE,TRUE
"3449_12",2023,12,TRUE,TRUE,TRUE,5,16,3,3,0,3,"123; 123; 123","","",FALSE,"",TRUE,TRUE
"3449_12",2023,12,TRUE,TRUE,TRUE,5,16,3,1,86,3,"123; 123; 123","","",FALSE,"",TRUE,TRUE
"3449_12",2023,12,TRUE,TRUE,TRUE,5,16,3,2,46,3,"123; 123; 123","","",FALSE,"",TRUE,TRUE
"3449_12",2024,12,TRUE,TRUE,TRUE,1,16.5,1,1,0,1,"117","","",FALSE,"counted on 15-Jun",TRUE,TRUE
"3450_7",2018,7,TRUE,FALSE,FALSE,2,17.5,1,,,,"","","",FALSE,"",TRUE,TRUE
"3450_7",2019,7,TRUE,FALSE,FALSE,2,10.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3450_7",2020,7,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3450_7",2021,7,TRUE,TRUE,FALSE,2,16.5,1,,,1,"111","","",FALSE,"",TRUE,TRUE
"3450_7",2022,7,TRUE,TRUE,TRUE,4,23.5,3,2,2,3,"96; 124; 124","","",FALSE,";",TRUE,TRUE
"3450_7",2022,7,TRUE,TRUE,TRUE,4,23.5,3,3,0,3,"96; 124; 124","","",FALSE,";",TRUE,TRUE
"3450_7",2022,7,TRUE,TRUE,TRUE,4,23.5,3,1,136,3,"96; 124; 124","","",FALSE,";",TRUE,TRUE
"3450_7",2023,7,TRUE,TRUE,TRUE,3,22.5,3,3,0,3,"116; 123; 123","","",FALSE,"",TRUE,TRUE
"3450_7",2023,7,TRUE,TRUE,TRUE,3,22.5,3,1,142,3,"116; 123; 123","","",FALSE,"",TRUE,TRUE
"3450_7",2023,7,TRUE,TRUE,TRUE,3,22.5,3,2,14,3,"116; 123; 123","","",FALSE,"half-eaten",TRUE,TRUE
"3450_7",2024,7,TRUE,TRUE,TRUE,4,26,3,2,0,3,"103; 117; 117","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3450_7",2024,7,TRUE,TRUE,TRUE,4,26,3,3,184,3,"103; 117; 117","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3450_7",2024,7,TRUE,TRUE,TRUE,4,26,3,1,186,3,"103; 117; 117","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3451_12",2018,12,TRUE,FALSE,FALSE,1,6,0,,,,"","","",FALSE,"",TRUE,TRUE
"3451_12",2019,12,TRUE,FALSE,FALSE,1,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3451_12",2020,12,TRUE,FALSE,FALSE,1,8.6,0,,,,"","","",FALSE,"",TRUE,TRUE
"3451_12",2021,12,TRUE,FALSE,FALSE,2,15.5,0,,,,"","in clump of anthox.","",FALSE,"",TRUE,TRUE
"3451_12",2022,12,TRUE,TRUE,TRUE,4,16,3,2,116,3,"131; 145; 152","in clump of anthox. ","",FALSE,";",TRUE,TRUE
"3451_12",2022,12,TRUE,TRUE,TRUE,4,16,3,1,112,3,"131; 145; 152","in clump of anthox. ","",FALSE,";",TRUE,TRUE
"3451_12",2022,12,TRUE,TRUE,TRUE,4,16,3,3,0,3,"131; 145; 152","in clump of anthox. ","",FALSE,";",TRUE,TRUE
"3451_12",2023,12,TRUE,FALSE,FALSE,1,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3451_12",2024,12,TRUE,FALSE,FALSE,1,13.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3452_7",2018,7,TRUE,FALSE,FALSE,3,14,1,,,,"","","",FALSE,"",TRUE,TRUE
"3452_7",2019,7,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3452_7",2020,7,TRUE,FALSE,FALSE,1,18.9,0,,,,"","","",FALSE,"",TRUE,TRUE
"3452_7",2021,7,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3452_7",2022,7,TRUE,TRUE,TRUE,8,19,4,4,0,4,"110; 124; 124; 131","","",FALSE,";",TRUE,TRUE
"3452_7",2022,7,TRUE,TRUE,TRUE,8,19,4,2,26,4,"110; 124; 124; 131","","",FALSE,";",TRUE,TRUE
"3452_7",2022,7,TRUE,TRUE,TRUE,8,19,4,3,0,4,"110; 124; 124; 131","","",FALSE,";",TRUE,TRUE
"3452_7",2022,7,TRUE,TRUE,TRUE,8,19,4,1,114,4,"110; 124; 124; 131","","",FALSE,";",TRUE,TRUE
"3452_7",2023,7,TRUE,TRUE,TRUE,5,17,3,3,0,3,"116; 123; 130","","",FALSE,"",TRUE,TRUE
"3452_7",2023,7,TRUE,TRUE,TRUE,5,17,3,1,16,3,"116; 123; 130","","",FALSE,"",TRUE,TRUE
"3452_7",2023,7,TRUE,TRUE,TRUE,5,17,3,2,118,3,"116; 123; 130","","",FALSE,"",TRUE,TRUE
"3452_7",2024,7,TRUE,TRUE,TRUE,4,28,3,2,38,3,"117; 117; 124","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3452_7",2024,7,TRUE,TRUE,TRUE,4,28,3,1,0,3,"117; 117; 124","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3453_7",2018,7,TRUE,FALSE,FALSE,1,13,1,,,,"","","",FALSE,"",TRUE,TRUE
"3453_7",2019,7,TRUE,FALSE,FALSE,2,20.5,1,,,,"","","",FALSE,"",TRUE,TRUE
"3453_7",2020,7,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3453_7",2021,7,TRUE,TRUE,TRUE,3,13,2,1,28,2,"104; 118","","",FALSE,";;",TRUE,TRUE
"3453_7",2021,7,TRUE,TRUE,TRUE,3,13,2,2,0,2,"104; 118","","",FALSE,"dead;;",TRUE,TRUE
"3453_7",2022,7,TRUE,TRUE,TRUE,3,22,4,3,22,4,"124; 131; 152; 152","","",FALSE,";",TRUE,TRUE
"3453_7",2022,7,TRUE,TRUE,TRUE,3,22,4,4,0,4,"124; 131; 152; 152","","",FALSE,";",TRUE,TRUE
"3453_7",2022,7,TRUE,TRUE,TRUE,3,22,4,1,76,4,"124; 131; 152; 152","","",FALSE,";",TRUE,TRUE
"3453_7",2022,7,TRUE,TRUE,TRUE,3,22,4,2,26,4,"124; 131; 152; 152","","",FALSE,";",TRUE,TRUE
"3453_7",2023,7,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3453_7",2024,7,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3454_6",2018,6,TRUE,FALSE,FALSE,1,10.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3454_6",2019,6,TRUE,FALSE,FALSE,2,10.5,1,,,,"","","",FALSE,"",TRUE,TRUE
"3454_6",2020,6,TRUE,FALSE,FALSE,2,10.3,0,,,,"","","",FALSE,"",TRUE,TRUE
"3454_6",2021,6,TRUE,TRUE,FALSE,2,16.5,1,,,1,"125","","",FALSE,"",TRUE,TRUE
"3454_6",2022,6,TRUE,FALSE,FALSE,0,,,,,,"","NP","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3454_6",2023,6,TRUE,FALSE,TRUE,0,,,2,0,,"","NP. Tag pulled.","",FALSE,"[was cf on 4 jun]",TRUE,TRUE
"3454_6",2023,6,TRUE,FALSE,TRUE,0,,,1,0,,"","NP. Tag pulled.","",FALSE,"[was cf on 4 jun]",TRUE,TRUE
"3455_15",2019,15,TRUE,FALSE,FALSE,1,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3455_15",2020,15,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3455_15",2021,15,TRUE,TRUE,FALSE,2,13,1,,,1,"118","","",FALSE,"",TRUE,TRUE
"3455_15",2022,15,TRUE,TRUE,TRUE,3,17,2,1,178,2,"117; 131","","",FALSE,";",TRUE,TRUE
"3455_15",2022,15,TRUE,TRUE,TRUE,3,17,2,2,0,2,"117; 131","","",FALSE,";",TRUE,TRUE
"3455_15",2023,15,TRUE,TRUE,TRUE,3,14,2,1,106,2,"116; 137","1 umbel dead","",FALSE,"",TRUE,TRUE
"3455_15",2023,15,TRUE,TRUE,TRUE,3,14,2,2,0,2,"116; 137","1 umbel dead","",FALSE,"",TRUE,TRUE
"3455_15",2024,15,TRUE,FALSE,TRUE,3,14,1,1,0,,"","","",FALSE,"counted on 6-Jun; stem kinked",TRUE,TRUE
"3455_6",2018,6,TRUE,FALSE,FALSE,2,6,0,,,,"","","",FALSE,"",TRUE,TRUE
"3455_6",2019,6,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3455_6",2020,6,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3455_6",2021,6,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3455_6",2022,6,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled","",FALSE,"",FALSE,FALSE
"3456_6",2018,6,TRUE,FALSE,FALSE,3,22,0,,,,"","","",FALSE,"",TRUE,TRUE
"3456_6",2019,6,TRUE,FALSE,FALSE,4,16,1,,,,"","","",FALSE,"",TRUE,TRUE
"3456_6",2020,6,TRUE,FALSE,FALSE,3,13.2,2,,,,"","","",FALSE,"",TRUE,TRUE
"3456_6",2021,6,TRUE,TRUE,FALSE,2,17,1,,,1,"118","","",FALSE,"",TRUE,TRUE
"3456_6",2022,6,TRUE,TRUE,TRUE,2,15,2,1,102,2,"131; 145","maybe 3456 (NPNT 2022)","edited tag; was 7587",TRUE,";",TRUE,TRUE
"3456_6",2022,6,TRUE,TRUE,TRUE,2,15,2,2,84,2,"131; 145","maybe 3456 (NPNT 2022)","edited tag; was 7587",TRUE,";",TRUE,TRUE
"3456_6",2023,6,TRUE,TRUE,TRUE,3,30,2,1,0,2,"123; 144","2022: could be same plant as 3456?","edited tag; was 7587",TRUE,"",TRUE,TRUE
"3456_6",2023,6,TRUE,TRUE,TRUE,3,30,2,2,0,2,"123; 144","2022: could be same plant as 3456?","edited tag; was 7587",TRUE,"",TRUE,TRUE
"3456_6",2024,6,TRUE,TRUE,TRUE,3,14.5,1,1,0,1,"138","","edited tag; was 7587",TRUE,"counted on 7-Jun; found stem pulled with 24 fruits",TRUE,TRUE
"3457_15",2019,15,TRUE,FALSE,FALSE,2,15,0,,,,"","","",FALSE,"",TRUE,TRUE
"3457_15",2020,15,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3457_15",2021,15,TRUE,FALSE,FALSE,5,14.5,1,,,,"","","",FALSE,"",TRUE,TRUE
"3457_15",2022,15,TRUE,TRUE,TRUE,4,26,2,2,26,2,"145; 145","","",FALSE,";",TRUE,TRUE
"3457_15",2022,15,TRUE,TRUE,TRUE,4,26,2,1,42,2,"145; 145","","",FALSE,";",TRUE,TRUE
"3457_15",2023,15,TRUE,TRUE,TRUE,9,12.5,5,3,48,5,"116; 116; 130; 137; 137","1 dead umbel","",FALSE,"",TRUE,TRUE
"3457_15",2023,15,TRUE,TRUE,TRUE,9,12.5,5,4,0,5,"116; 116; 130; 137; 137","1 dead umbel","",FALSE,"",TRUE,TRUE
"3457_15",2023,15,TRUE,TRUE,TRUE,9,12.5,5,5,0,5,"116; 116; 130; 137; 137","1 dead umbel","",FALSE,"",TRUE,TRUE
"3457_15",2023,15,TRUE,TRUE,TRUE,9,12.5,5,1,48,5,"116; 116; 130; 137; 137","1 dead umbel","",FALSE,"",TRUE,TRUE
"3457_15",2023,15,TRUE,TRUE,TRUE,9,12.5,5,2,42,5,"116; 116; 130; 137; 137","1 dead umbel","",FALSE,"",TRUE,TRUE
"3457_15",2024,15,TRUE,TRUE,TRUE,6,20,2,2,40,3,"117; 124; 138","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3457_15",2024,15,TRUE,TRUE,TRUE,6,20,2,1,0,3,"117; 124; 138","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3458_15",2019,15,TRUE,FALSE,FALSE,2,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3458_15",2020,15,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3458_15",2021,15,TRUE,FALSE,FALSE,7,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3458_15",2022,15,TRUE,TRUE,TRUE,2,15,1,1,0,1,"131","","",FALSE,"plant pulled;",TRUE,TRUE
"3458_15",2023,15,TRUE,FALSE,FALSE,3,14,2,,,,"","","",FALSE,"",TRUE,TRUE
"3458_15",2024,15,TRUE,TRUE,TRUE,2,20,1,1,0,1,"110","stem grazed; likely other umbels lost check phen","",FALSE,"counted on 6-Jun; plant/umbels gone;",TRUE,TRUE
"3458_4",2018,4,TRUE,FALSE,FALSE,1,12.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3458_4",2019,4,TRUE,FALSE,FALSE,1,12.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3458_4",2020,4,TRUE,FALSE,FALSE,2,9.8,1,,,,"","","",FALSE,"",TRUE,TRUE
