"Year","tagplot","plantid.phen","init.doy","n.lost.umbels","n.phen.umbels","plantid.demo","n.demo.umbels","No.leaves","Leaf.length","Plot","trt","prev.umbels","prev.leaves","prev.length","cur.size","prev.flwd"
2021,"3182_4","3182_4_16H",124,0,1,"3182_4_16H",1,2,19,4,"irrigated",0,1,15.3,3.63758615972639,FALSE
2021,"3184_2","3184_2_9G",124,0,1,"3184_2_9G",1,2,11,2,"control",0,NA,NA,3.09104245335832,FALSE
2021,"3185_2","3185_2_19B",131,0,1,"3185_2_19B",1,3,12,2,"control",0,NA,NA,3.58351893845611,FALSE
2021,"3187_13","3187_13_1J",124,1,1,"3187_13_1J",1,3,10,13,"control",0,2,13.2,3.40119738166216,FALSE
2021,"3190_10","3190_10_1B",117,0,1,"3190_10_1B",1,2,13.5,10,"drought",0,0,NA,3.29583686600433,FALSE
2021,"3195_1","3195_1_16B",117,1,1,"3195_1_16B",1,1,11,1,"irrigated",0,NA,NA,2.39789527279837,FALSE
2021,"3197_5","3197_5_3A",117,0,2,"3197_5_3A",2,6,17,5,"drought",0,3,13.8,4.62497281328427,FALSE
2021,"3197_5","3197_5_3A",117,0,2,"3197_5_3A",2,6,17,5,"drought",0,3,13.8,4.62497281328427,FALSE
2021,"3200_5","3200_5_4F",110,1,1,"3200_5_4F",1,2,8,5,"drought",0,0,NA,2.77258872223978,FALSE
2021,"3296_7","3298_7_9C",117,1,2,"3296_7_9C",2,5,11.5,7,"drought",2,4,11.2,4.0517849478033,TRUE
2021,"3296_7","3298_7_9C",117,1,2,"3296_7_9C",2,5,11.5,7,"drought",2,4,11.2,4.0517849478033,TRUE
2021,"3297_15","3297_15_12I",117,1,1,"3297_15_12I",1,5,18,15,"drought",0,NA,NA,4.49980967033027,FALSE
2021,"3304_3","3304_3_3B",117,0,1,"3304_3_3B",1,3,19,3,"control",0,1,10.7,4.04305126783455,FALSE
2021,"3305_14","3305_14_7B",124,0,1,"3305_14_7B",1,2,15,14,"drought",0,NA,NA,3.40119738166216,FALSE
2021,"3319_6","3319_6_11A",131,0,4,"3319_6_11A",4,5,18,6,"irrigated",2,6,16.6,4.49980967033027,TRUE
2021,"3319_6","3319_6_11A",131,0,4,"3319_6_11A",4,5,18,6,"irrigated",2,6,16.6,4.49980967033027,TRUE
2021,"3319_6","3319_6_11A",124,0,4,"3319_6_11A",4,5,18,6,"irrigated",2,6,16.6,4.49980967033027,TRUE
2021,"3319_6","3319_6_11A",124,0,4,"3319_6_11A",4,5,18,6,"irrigated",2,6,16.6,4.49980967033027,TRUE
2021,"3321_4","3321_4_16L",124,2,3,"3321_4_16L",3,5,18,4,"irrigated",0,NA,NA,4.49980967033027,FALSE
2021,"3321_4","3321_4_16L",117,2,3,"3321_4_16L",3,5,18,4,"irrigated",0,NA,NA,4.49980967033027,FALSE
2021,"3321_4","3321_4_16L",117,2,3,"3321_4_16L",3,5,18,4,"irrigated",0,NA,NA,4.49980967033027,FALSE
2021,"3332_15","3332_15_5J",131,1,1,"3332_15_5J",1,1,18,15,"drought",0,2,13.6,2.89037175789616,FALSE
2021,"3341_15","3341_15_3H",117,1,2,"3341_15_3H",2,2,9,15,"drought",0,1,17.4,2.89037175789616,FALSE
2021,"3341_15","3341_15_3H",117,1,2,"3341_15_3H",2,2,9,15,"drought",0,1,17.4,2.89037175789616,FALSE
2021,"3345_6","3345_6_12D",117,1,3,"3345_6_12D",3,8,18,6,"irrigated",2,2,15.3,4.969813299576,TRUE
2021,"3345_6","3345_6_12D",124,1,3,"3345_6_12D",3,8,18,6,"irrigated",2,2,15.3,4.969813299576,TRUE
2021,"3345_6","3345_6_12D",124,1,3,"3345_6_12D",3,8,18,6,"irrigated",2,2,15.3,4.969813299576,TRUE
2021,"3349_3","3349_3_1F",117,0,1,"3349_3_1F",1,2,16.5,3,"control",1,2,17.5,3.49650756146648,TRUE
2021,"3352_2","3352_2_19H",124,1,2,"3352_2_19H",2,3,14,2,"control",0,NA,NA,3.73766961828337,FALSE
2021,"3352_2","3352_2_19H",124,1,2,"3352_2_19H",2,3,14,2,"control",0,NA,NA,3.73766961828337,FALSE
2021,"3354_15","3354_15_11B",117,3,3,"3354_15_11B",1,4,11.5,15,"drought",0,NA,NA,3.8286413964891,FALSE
2021,"3354_15","3354_15_11B",117,3,3,"3354_15_11B",1,4,11.5,15,"drought",0,NA,NA,3.8286413964891,FALSE
2021,"3354_15","3354_15_11B",117,3,3,"3354_15_11B",1,4,11.5,15,"drought",0,NA,NA,3.8286413964891,FALSE
2021,"3357_13","3357_13_16J",131,1,1,"3357_13_16J",1,4,11,13,"control",0,NA,NA,3.78418963391826,FALSE
2021,"3358_6","3358_6_12D",117,1,3,"3358_6_12D",3,7,14.5,6,"irrigated",2,3,18.6,4.62005879848184,TRUE
2021,"3358_6","3358_6_12D",124,1,3,"3358_6_12D",3,7,14.5,6,"irrigated",2,3,18.6,4.62005879848184,TRUE
2021,"3358_6","3358_6_12D",131,1,3,"3358_6_12D",3,7,14.5,6,"irrigated",2,3,18.6,4.62005879848184,TRUE
2021,"3360_14","3360_14_8D",124,0,1,"3360_14_8D",1,2,16.5,14,"drought",0,0,NA,3.49650756146648,FALSE
2021,"3360_6","3360_6_12C",131,1,2,"3360_6_12C",2,3,16,6,"irrigated",0,0,NA,3.87120101090789,FALSE
2021,"3360_6","3360_6_12C",131,1,2,"3360_6_12C",2,3,16,6,"irrigated",0,0,NA,3.87120101090789,FALSE
2021,"3367_14","3363_14_15H",110,1,3,"3367_14_15H",3,7,19,14,"drought",0,NA,NA,4.89034912822175,FALSE
2021,"3367_14","3363_14_15H",124,1,3,"3367_14_15H",3,7,19,14,"drought",0,NA,NA,4.89034912822175,FALSE
2021,"3367_14","3363_14_15H",124,1,3,"3367_14_15H",3,7,19,14,"drought",0,NA,NA,4.89034912822175,FALSE
2021,"3371_15","3371_15_14C",124,1,2,"3371_15_14C",1,4,11,15,"drought",0,2,11.3,3.78418963391826,FALSE
2021,"3371_15","3371_15_14C",124,1,2,"3371_15_14C",1,4,11,15,"drought",0,2,11.3,3.78418963391826,FALSE
2021,"3372_15","3372_15_19C",110,1,2,"3372_15_19C",2,3,23,15,"drought",0,NA,NA,4.23410650459726,FALSE
2021,"3372_15","3372_15_19C",117,1,2,"3372_15_19C",2,3,23,15,"drought",0,NA,NA,4.23410650459726,FALSE
2021,"3372_6","3372_6_14G",138,1,3,"3372_6_14G",1,2,10,6,"irrigated",1,2,11.6,2.99573227355399,TRUE
2021,"3372_6","3372_6_14G",124,1,3,"3372_6_14G",1,2,10,6,"irrigated",1,2,11.6,2.99573227355399,TRUE
2021,"3372_6","3372_6_14G",124,1,3,"3372_6_14G",1,2,10,6,"irrigated",1,2,11.6,2.99573227355399,TRUE
2021,"3373_13","3373_13_13J",131,0,1,"3373_13_13J",1,5,17,13,"control",0,NA,NA,4.44265125649032,FALSE
2021,"3376_13","3376_13_16F",124,1,2,"3376_13_16F",1,4,17,13,"control",0,NA,NA,4.21950770517611,FALSE
2021,"3376_13","3376_13_16F",131,1,2,"3376_13_16F",1,4,17,13,"control",0,NA,NA,4.21950770517611,FALSE
2021,"3377_15","3377_15_14G",117,1,2,"3377_15_14G",1,1,11,15,"drought",0,NA,NA,2.39789527279837,FALSE
2021,"3377_15","3377_15_14G",110,1,2,"3377_15_14G",1,1,11,15,"drought",0,NA,NA,2.39789527279837,FALSE
2021,"3382_13","3382_13_5C",117,0,1,"3382_13_5C",1,2,10,13,"control",0,1,11.3,2.99573227355399,FALSE
2021,"3390_13","3390_13_7G",131,0,1,"3390_13_7G",1,4,14.5,13,"control",0,NA,NA,4.06044301054642,FALSE
2021,"3391_15","3391_15_16A",124,2,2,"3391_15_16A",2,2,16,15,"drought",1,2,8.8,3.46573590279973,TRUE
2021,"3391_15","3391_15_16A",110,2,2,"3391_15_16A",2,2,16,15,"drought",1,2,8.8,3.46573590279973,TRUE
2021,"3393_15","3393_15_0J",117,0,1,"3393_15_0J",1,2,11.5,15,"drought",1,2,16.6,3.13549421592915,TRUE
2021,"3395_15","3395_15_16G",124,1,1,"3395_15_16G",1,2,18.5,15,"drought",0,NA,NA,3.61091791264422,FALSE
2021,"3396_13","3396_13_12B",131,0,3,"3396_13_12B",3,6,15.5,13,"control",0,NA,NA,4.53259949315326,FALSE
2021,"3396_13","3396_13_12B",110,0,3,"3396_13_12B",3,6,15.5,13,"control",0,NA,NA,4.53259949315326,FALSE
2021,"3396_13","3396_13_12B",131,0,3,"3396_13_12B",3,6,15.5,13,"control",0,NA,NA,4.53259949315326,FALSE
2021,"3397_13","3397_13_17G",131,0,1,"3397_13_17G",1,2,18,13,"control",0,NA,NA,3.58351893845611,FALSE
2021,"3397_15","3397_15_11F",117,1,1,"3397_15_11F",1,1,9,15,"drought",0,NA,NA,2.19722457733622,FALSE
2021,"3400_13","3400_13_3H",124,1,1,"3400_13_3H",1,1,7,13,"control",0,NA,NA,1.94591014905531,FALSE
2021,"3400_6","3400_6_8E",131,1,1,"3400_6_8E",1,2,16,6,"irrigated",1,2,12,3.46573590279973,TRUE
2021,"3410_1","3410_1_4J",124,0,1,"3410_1_4J",1,4,13.5,1,"irrigated",0,NA,NA,3.98898404656427,FALSE
2021,"3417_15","3417_15_6I",110,1,1,"3417_15_6I",1,4,19,15,"drought",0,1,13.3,4.33073334028633,FALSE
2021,"3418_1","3418_1_18E",117,0,1,"3418_1_18B",1,2,12,1,"irrigated",0,NA,NA,3.17805383034795,FALSE
2021,"3421_13","3421_13_0C",124,0,1,"3421_13_0C",1,2,13,13,"control",0,1,9.5,3.25809653802148,FALSE
2021,"3423_15","3423_15_2I",131,0,1,"3423_15_2I",1,2,18.5,15,"drought",0,1,11.5,3.61091791264422,FALSE
2021,"3427_15","3427_15_1J",124,1,2,"3427_15_1J",1,2,11,15,"drought",1,3,10.5,3.09104245335832,TRUE
2021,"3427_15","3427_15_1J",117,1,2,"3427_15_1J",1,2,11,15,"drought",1,3,10.5,3.09104245335832,TRUE
2021,"3428_13","3428_13_4C",131,1,1,"3428_13_0D",1,2,13,13,"control",1,2,12.5,3.25809653802148,TRUE
2021,"3428_13","3428_13_0D",117,1,1,"3428_13_0D",1,2,13,13,"control",1,2,12.5,3.25809653802148,TRUE
2021,"3429_13","3429_13_0D",124,1,1,"3429_13_0D",1,1,13,13,"control",0,1,13.5,2.56494935746154,FALSE
2021,"3432_14","3432_14_2J",117,0,1,"3432_14_2J",1,2,16,14,"drought",0,1,20.8,3.46573590279973,FALSE
2021,"3433_13","3433_13_3A",117,0,1,"3433_13_3A",1,2,10,13,"control",1,1,8.1,2.99573227355399,TRUE
2021,"3434_1","3434_1_19F",131,1,1,"3434_1_19F",1,3,12,1,"irrigated",0,NA,NA,3.58351893845611,FALSE
2021,"3436_15","3436_15_12H",131,0,1,"3436_15_17H",1,2,15.5,15,"drought",0,NA,NA,3.43398720448515,FALSE
2021,"3450_7","3450_7_4H",110,1,1,"3450_7_4H",1,2,16.5,7,"drought",0,0,NA,3.49650756146648,FALSE
2021,"3453_7","3453_7_0C",117,1,2,"3453_7_0C",2,3,13,7,"drought",0,0,NA,3.66356164612965,FALSE
2021,"3453_7","3453_7_0C",103,1,2,"3453_7_0C",2,3,13,7,"drought",0,0,NA,3.66356164612965,FALSE
2021,"3454_6","3454_6_15H",124,0,1,"3454_6_15H",1,2,16.5,6,"irrigated",0,2,10.3,3.49650756146648,FALSE
2021,"3455_15","3455_15_15C",117,1,1,"3455_15_15C",1,2,13,15,"drought",0,0,NA,3.25809653802148,FALSE
2021,"3460_4","3460_4_3J",138,0,1,"3460_4_3J",1,2,10.5,4,"irrigated",0,1,10,3.04452243772342,FALSE
2021,"3466_6","3466_6_19B",117,0,1,"3466_6_19B",1,2,17.5,6,"irrigated",0,1,12,3.55534806148941,FALSE
2021,"3470_5","3470_5_13I",117,1,1,"3470_5_13I",1,2,10.5,5,"drought",0,NA,NA,3.04452243772342,FALSE
2021,"3473_5","3473_5_18G",124,1,1,"3473_5_18G",1,2,15,5,"drought",0,NA,NA,3.40119738166216,FALSE
2021,"3476_5","3476_5_12E",117,1,1,"3476_5_12E",1,2,9.5,5,"drought",0,NA,NA,2.94443897916644,FALSE
2021,"3479_15","3479_15_5F",124,1,1,"3479_15_5F",1,5,11,15,"drought",1,4,16.3,4.00733318523247,TRUE
2021,"3481_13","3481_13_12F",124,0,1,"3481_13_12F",1,3,19,13,"control",0,NA,NA,4.04305126783455,FALSE
2021,"3481_15","3481_15_15H",110,0,1,"3481_15_15H",1,3,19,15,"drought",0,NA,NA,4.04305126783455,FALSE
2021,"3488_5","3488_5_13I",110,2,3,"3488_5_15I",3,4,17,5,"drought",0,NA,NA,4.21950770517611,FALSE
2021,"3488_5","3488_5_13I",110,2,3,"3488_5_15I",3,4,17,5,"drought",0,NA,NA,4.21950770517611,FALSE
2021,"3488_5","3488_5_13I",110,2,3,"3488_5_15I",3,4,17,5,"drought",0,NA,NA,4.21950770517611,FALSE
2021,"3489_15","3489_15_14G",110,1,1,"3489_15_14G",1,1,14.5,15,"drought",0,NA,NA,2.67414864942653,FALSE
2021,"3489_6","3489_6_13B",124,0,1,"3489_6_13B",1,3,14,6,"irrigated",0,1,21.2,3.73766961828337,FALSE
2021,"3491_15","3491_15_17E",117,1,1,"3491_15_17E",1,2,14,15,"drought",0,NA,NA,3.3322045101752,FALSE
2021,"3494_13","3494_13_16D",124,1,2,"3494_13_16D",2,4,11,13,"control",0,NA,NA,3.78418963391826,FALSE
2021,"3494_13","3494_13_16D",110,1,2,"3494_13_16D",2,4,11,13,"control",0,NA,NA,3.78418963391826,FALSE
2021,"3495_15","3495_15_12C",124,1,1,"3495_15_12C",1,3,10,15,"drought",0,NA,NA,3.40119738166216,FALSE
2021,"3500_15","3500_15_10D",110,1,1,"3500_15_10D",1,1,20.5,15,"drought",0,0,NA,3.02042488614436,FALSE
2021,"3502_2","3502_2_8B",117,0,1,"3502_2_8B",1,3,17.5,2,"control",0,1,9.5,3.96081316959758,FALSE
2021,"3515_13","3515_13_14G",117,0,2,"3515_13_14G",2,4,12.5,13,"control",0,NA,NA,3.91202300542815,FALSE
2021,"3515_13","3515_13_14G",117,0,2,"3515_13_14G",2,4,12.5,13,"control",0,NA,NA,3.91202300542815,FALSE
2021,"3518_6","3518_6_10I",124,1,2,"3518_6_10I",2,3,14,6,"irrigated",2,3,21.2,3.73766961828337,TRUE
2021,"3518_6","3518_6_10I",117,1,2,"3518_6_10I",2,3,14,6,"irrigated",2,3,21.2,3.73766961828337,TRUE
2021,"3519_2","3519_2_9G",117,0,1,"3519_2_9G",1,2,15,2,"control",1,1,13.9,3.40119738166216,TRUE
2021,"3523_2","3523_2_2D",117,0,1,"3523_2_2D",1,3,11,2,"control",0,2,12.7,3.49650756146648,FALSE
2021,"3525_1","3525_1_0E",138,0,2,"3525_1_0E",1,3,18,1,"irrigated",0,1,16.2,3.98898404656427,FALSE
2021,"3525_1","3525_1_0E",124,0,2,"3525_1_0E",1,3,18,1,"irrigated",0,1,16.2,3.98898404656427,FALSE
2021,"3527_1","3527_1_0H",131,1,1,"3527_1_0H",1,2,15,1,"irrigated",0,NA,NA,3.40119738166216,FALSE
2021,"3531_2","3531_2_9B",117,1,1,"3531_2_9B",1,2,12,2,"control",0,1,8.6,3.17805383034795,FALSE
2021,"3536_12","3536_12_18A",124,1,2,"3536_12_18A",2,4,15,12,"irrigated",0,2,10.3,4.0943445622221,FALSE
2021,"3536_12","3536_12_18A",117,1,2,"3536_12_18A",2,4,15,12,"irrigated",0,2,10.3,4.0943445622221,FALSE
2021,"3539_2","3539_2_6D",117,0,1,"3539_2_7D",1,3,18,2,"control",0,1,11.2,3.98898404656427,FALSE
2021,"3543_1","3543_1_2F",124,1,2,"3543_1_2F",2,4,15,1,"irrigated",0,2,13.3,4.0943445622221,FALSE
2021,"3543_1","3543_1_2F",117,1,2,"3543_1_2F",2,4,15,1,"irrigated",0,2,13.3,4.0943445622221,FALSE
2021,"3546_5","3546_5_9F",110,1,1,"3546_5_9F",1,1,10,5,"drought",0,1,14.4,2.30258509299405,FALSE
2021,"3550_2","3550_2_9I",117,1,1,"3550_2_9I",1,2,11.5,2,"control",0,1,11.7,3.13549421592915,FALSE
2021,"3555_4","3555_4_11T",131,0,1,"3555_4_11J",1,3,17,4,"irrigated",1,3,13.5,3.93182563272433,TRUE
2021,"3556_14","3556_14_15H",110,1,2,"3556_14_15H",2,3,18.5,14,"drought",3,4,24.5,4.01638302075239,TRUE
2021,"3556_14","3556_14_15H",117,1,2,"3556_14_15H",2,3,18.5,14,"drought",3,4,24.5,4.01638302075239,TRUE
2021,"3560_5","3560_5_3B",117,1,2,"3560_5_3B",1,2,9,5,"drought",0,0,NA,2.89037175789616,FALSE
2021,"3560_5","3560_5_3B",131,1,2,"3560_5_3B",1,2,9,5,"drought",0,0,NA,2.89037175789616,FALSE
2021,"3567_1","3567_1_3I",117,1,2,"3567_1_3I",2,3,17,1,"irrigated",0,1,12.7,3.93182563272433,FALSE
2021,"3567_1","3567_1_3I",124,1,2,"3567_1_3I",2,3,17,1,"irrigated",0,1,12.7,3.93182563272433,FALSE
