survey.date,plot,tag,no.buds,no.pods,no.flowers,no.flp,no.broken,no.seeding,no.dead,no.eaten,notes
4/25/2022,1,3741,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3410,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3525,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3543,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3583,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3845,NA,NA,NA,NA,NA,NA,NA,NA,
4/25/2022,1,3610,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,7562,1,0,0,0,0,0,0,0,
5/2/2022,1,3567,0,1,1,0,0,0,0,0,
5/2/2022,1,3930,1,2,0,0,0,0,0,0,
5/2/2022,1,3542,2,2,0,0,0,0,0,0,
5/2/2022,1,3365,1,2,0,0,0,0,0,0,
5/2/2022,1,3627,1,1,0,0,0,0,0,0,
5/2/2022,1,3611,1,1,0,0,0,0,0,0,
5/2/2022,1,3151,0,1,0,0,0,0,0,0,
5/2/2022,1,3126,1,1,0,0,0,0,0,0,
5/2/2022,1,3763,1,0,0,0,0,0,0,0,
5/2/2022,1,3821,0,2,1,0,0,0,0,0,
5/2/2022,1,3599,1,1,0,0,0,0,0,0,
5/2/2022,1,3814,1,1,0,0,0,0,0,0,
5/2/2022,1,3935,1,1,0,0,0,0,0,0,
5/2/2022,1,3347,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3432,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3779,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3192,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3782,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3506,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3608,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3645,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3412,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,7536,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3424,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3434,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3879,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3741,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3410,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3525,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3543,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3583,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3845,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,1,3610,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,7562,0,0,1,0,0,0,0,0,
5/8/2022,1,3567,0,1,1,0,0,0,0,0,
5/8/2022,1,3930,1,1,1,0,0,0,0,0,
5/8/2022,1,3542,2,2,0,0,0,0,0,0,
5/8/2022,1,3365,0,2,1,0,0,0,0,0,
5/8/2022,1,3627,0,1,1,0,0,0,0,0,
5/8/2022,1,3611,0,1,1,0,0,0,0,0,
5/8/2022,1,3151,0,1,0,0,0,0,0,0,
5/8/2022,1,3126,0,1,1,0,0,0,0,0,
5/8/2022,1,3763,0,0,1,0,0,0,0,0,
5/8/2022,1,3821,0,2,1,0,0,0,0,0,
5/8/2022,1,3599,0,1,1,0,0,0,0,0,
5/8/2022,1,3814,0,1,1,0,0,0,0,0,
5/8/2022,1,3935,0,1,1,0,0,0,0,0,
5/8/2022,1,3347,1,0,0,0,0,0,0,0,
5/8/2022,1,3432,2,0,0,0,0,0,0,0,
5/8/2022,1,3779,0,1,1,0,0,0,0,0,
5/8/2022,1,3192,1,0,0,0,0,0,0,0,
5/8/2022,1,3782,1,0,0,0,0,0,0,0,
5/8/2022,1,3506,1,2,0,0,0,0,0,0,
5/8/2022,1,3608,1,2,0,0,0,0,0,0,
5/8/2022,1,3645,1,0,0,0,0,0,0,0,
5/8/2022,1,3412,1,0,0,0,0,0,0,0,
5/8/2022,1,7536,1,0,0,0,0,0,0,0,
5/8/2022,1,3424,1,0,0,0,0,0,0,0,
5/8/2022,1,3434,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3879,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3741,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3410,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3525,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3543,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3583,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3845,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,1,3610,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,1,7562,0,0,1,0,0,0,0,0,
5/16/2022,1,3567,1,0,0,1,0,0,0,0,
5/16/2022,1,3930,2,0,0,1,0,0,0,0,
5/16/2022,1,3542,2,0,2,0,0,0,0,0,
5/16/2022,1,3365,1,0,1,0,0,0,0,0,
5/16/2022,1,3627,1,0,1,0,0,0,0,0,
5/16/2022,1,3611,1,0,1,0,0,0,0,0,
5/16/2022,1,3151,1,0,0,0,0,0,0,0,
5/16/2022,1,3126,1,0,1,0,0,0,0,0,
5/16/2022,1,3763,0,0,1,0,0,0,0,0,
5/16/2022,1,3821,2,0,0,1,0,0,0,0,
5/16/2022,1,3599,0,0,2,0,0,0,0,0,
5/16/2022,1,3814,1,0,1,0,0,0,0,0,
5/16/2022,1,3935,0,1,1,0,0,0,0,0,
5/16/2022,1,3347,0,0,1,0,0,0,0,0,
5/16/2022,1,3432,2,0,0,0,0,0,0,0,
5/16/2022,1,3779,0,1,1,0,0,0,0,0,
5/16/2022,1,3192,0,0,1,0,0,0,0,0,
5/16/2022,1,3782,1,0,0,0,0,0,0,0,
5/16/2022,1,3506,1,1,1,0,0,0,0,0,
5/16/2022,1,3608,0,1,1,0,0,0,0,0,
5/16/2022,1,3645,0,0,1,0,0,0,0,0,
5/16/2022,1,3412,1,0,0,0,0,0,0,0,
5/16/2022,1,7536,0,0,1,0,0,0,0,0,
5/16/2022,1,3424,0,0,1,0,0,0,0,0,
5/16/2022,1,3434,1,0,0,0,0,0,0,0,
5/16/2022,1,3879,1,0,0,0,0,0,0,0,
5/16/2022,1,3741,0,1,1,0,0,0,0,0,
5/16/2022,1,3410,1,0,0,0,0,0,0,0,
5/16/2022,1,3525,0,0,1,0,0,0,0,0,
5/16/2022,1,3543,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,1,3583,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,1,3845,NA,NA,NA,NA,NA,NA,NA,NA,
5/16/2022,1,3610,NA,NA,NA,NA,NA,NA,NA,NA,
5/25/2022,1,7562,0,0,0,1,0,0,0,0,
5/25/2022,1,3567,0,0,1,1,0,0,0,0,
5/25/2022,1,3930,0,0,2,1,0,0,0,0,
5/25/2022,1,3542,1,0,1,2,0,0,0,0,
5/25/2022,1,3365,1,1,0,1,0,0,0,0,
5/25/2022,1,3627,1,0,0,1,0,0,0,0,
5/25/2022,1,3611,1,0,0,1,0,0,0,0,
5/25/2022,1,3151,0,0,1,0,0,0,0,0,
5/25/2022,1,3126,1,0,0,1,0,0,0,0,
5/25/2022,1,3763,0,0,0,1,0,0,0,0,
5/25/2022,1,3821,0,0,2,1,0,0,0,0,
5/25/2022,1,3599,0,0,1,1,0,0,0,0,
5/25/2022,1,3814,0,0,1,1,0,0,0,0,
5/25/2022,1,3935,1,0,0,1,0,0,0,0,
5/25/2022,1,3347,0,0,1,0,0,0,0,0,
5/25/2022,1,3432,0,0,2,0,0,0,0,0,
5/25/2022,1,3779,1,0,0,1,0,0,0,0,
5/25/2022,1,3192,0,0,0,1,0,0,0,0,
5/25/2022,1,3782,0,0,1,0,0,0,0,0,
5/25/2022,1,3506,2,0,1,1,0,0,0,0,
5/25/2022,1,3608,2,0,0,1,0,0,0,0,
5/25/2022,1,3645,0,0,0,1,0,0,0,0,
5/25/2022,1,3412,0,0,1,0,0,0,0,0,
5/25/2022,1,7536,0,0,1,0,0,0,0,0,
5/25/2022,1,3424,0,0,0,1,0,0,0,0,
5/25/2022,1,3434,0,0,1,0,0,0,0,0,
5/25/2022,1,3879,0,0,1,0,0,0,0,0,
5/25/2022,1,3741,2,0,0,1,0,0,0,0,
5/25/2022,1,3410,0,0,1,0,0,0,0,0,
5/25/2022,1,3525,0,0,0,1,0,0,0,0,
5/25/2022,1,3543,1,0,0,0,0,0,0,0,
5/25/2022,1,3583,1,0,0,0,0,0,0,0,
5/25/2022,1,3845,0,0,1,0,0,0,0,0,small flower
5/25/2022,1,3610,NA,NA,NA,NA,NA,NA,NA,NA,
6/2/2022,1,7562,0,0,0,0,0,0,1,0,
6/2/2022,1,3567,0,0,0,0,0,1,1,0,
6/2/2022,1,3930,0,0,0,0,0,2,1,0,
6/2/2022,1,3542,0,0,0,0,0,2,2,0,
6/2/2022,1,3365,0,0,0,0,0,1,1,0,
6/2/2022,1,3627,0,0,0,0,0,1,1,0,
6/2/2022,1,3611,0,0,0,0,0,1,1,0,
6/2/2022,1,3151,0,0,0,0,0,1,0,0,
6/2/2022,1,3126,0,0,0,0,0,1,1,0,
6/2/2022,1,3763,0,0,0,0,0,1,0,0,
6/2/2022,1,3821,0,0,0,0,0,2,1,0,
6/2/2022,1,3599,0,0,0,0,0,1,1,0,
6/2/2022,1,3814,0,0,0,1,0,0,1,0,
6/2/2022,1,3935,0,0,1,1,0,0,0,0,
6/2/2022,1,3347,0,0,0,0,0,1,0,0,
6/2/2022,1,3432,0,0,0,0,0,2,0,0,
6/2/2022,1,3779,0,0,1,0,0,1,0,0,
6/2/2022,1,3192,0,0,0,0,0,1,0,0,
6/2/2022,1,3782,0,0,0,0,0,0,1,0,
6/2/2022,1,3506,0,0,2,0,0,1,1,0,
6/2/2022,1,3608,0,0,2,0,0,1,0,0,
6/2/2022,1,3645,0,0,0,0,0,0,1,0,
6/2/2022,1,3412,0,0,0,0,0,1,0,0,
6/2/2022,1,7536,0,0,0,0,0,1,0,0,
6/2/2022,1,3424,0,0,0,1,0,0,0,0,
6/2/2022,1,3434,0,0,0,0,1,0,0,0,
6/2/2022,1,3879,0,0,0,0,0,1,0,0,
6/2/2022,1,3741,0,0,2,0,0,1,0,0,
6/2/2022,1,3410,0,0,0,0,0,1,0,0,
6/2/2022,1,3525,0,0,0,0,0,1,0,0,
6/2/2022,1,3543,0,0,0,1,0,0,0,0,
6/2/2022,1,3583,0,0,1,0,0,0,0,0,
6/2/2022,1,3845,0,0,0,0,0,1,0,0,
6/2/2022,1,3610,0,0,0,0,0,6,0,0,missed previously
6/7/2022,1,7562,0,0,0,0,0,0,1,0,
6/7/2022,1,3567,0,0,0,0,0,1,1,0,
6/7/2022,1,3930,0,0,0,0,0,2,1,0,
6/7/2022,1,3542,0,0,0,0,0,2,2,0,
6/7/2022,1,3365,0,0,0,0,0,1,1,0,
6/7/2022,1,3627,0,0,0,0,0,1,1,0,
6/7/2022,1,3611,0,0,0,0,0,1,1,0,
6/7/2022,1,3151,0,0,0,0,0,1,0,0,
6/7/2022,1,3126,0,0,0,0,0,1,1,0,
6/7/2022,1,3763,0,0,0,0,0,0,1,0,
6/7/2022,1,3821,0,0,0,0,0,2,1,0,
6/7/2022,1,3599,0,0,0,0,0,1,1,0,
6/7/2022,1,3814,0,0,0,0,0,1,1,0,
6/7/2022,1,3935,0,0,0,0,0,1,1,0,
6/7/2022,1,3347,0,0,0,0,0,1,0,0,
6/7/2022,1,3432,0,0,0,0,0,2,0,0,
6/7/2022,1,3779,0,0,0,0,0,2,0,0,
6/7/2022,1,3192,0,0,0,0,0,1,0,0,
6/7/2022,1,3782,0,0,0,0,0,0,1,0,
6/7/2022,1,3506,0,0,0,0,0,3,1,0,
6/7/2022,1,3608,0,0,0,1,0,2,0,0,
6/7/2022,1,3645,0,0,0,0,0,0,1,0,
6/7/2022,1,3412,0,0,0,0,0,1,0,0,
6/7/2022,1,7536,0,0,0,0,0,1,0,0,
6/7/2022,1,3424,0,0,0,0,0,0,1,0,
6/7/2022,1,3434,0,0,0,0,0,0,0,0,
6/7/2022,1,3879,0,0,0,0,0,1,0,0,
6/7/2022,1,3741,0,0,0,0,0,3,0,0,
6/7/2022,1,3410,0,0,0,0,0,1,0,0,
6/7/2022,1,3525,0,0,0,0,0,1,0,0,
6/7/2022,1,3543,0,0,0,0,0,1,0,0,
6/7/2022,1,3583,0,0,0,0,0,1,0,0,
6/7/2022,1,3845,0,0,0,0,0,1,0,0,
6/7/2022,1,3610,0,0,0,0,0,5,1,0,
6/14/2022,1,7562,NA,NA,NA,NA,NA,NA,NA,NA,plant gone
6/14/2022,1,3567,0,0,0,0,0,1,1,0,
6/14/2022,1,3930,0,0,0,0,0,2,1,0,
6/14/2022,1,3542,0,0,0,0,0,2,2,0,
6/14/2022,1,3365,0,0,0,0,0,1,1,0,
6/14/2022,1,3627,0,0,0,0,0,1,1,0,
6/14/2022,1,3611,0,0,0,0,0,1,1,0,
6/14/2022,1,3151,0,0,0,0,0,1,0,0,
6/14/2022,1,3126,0,0,0,0,0,1,1,0,
6/14/2022,1,3763,0,0,0,0,0,0,1,0,
6/14/2022,1,3821,0,0,0,0,0,1,1,1,
6/14/2022,1,3599,0,0,0,0,0,1,1,0,
6/14/2022,1,3814,0,0,0,0,0,1,1,0,
6/14/2022,1,3935,0,0,0,0,0,1,1,0,
6/14/2022,1,3347,0,0,0,0,0,1,0,0,
6/14/2022,1,3432,0,0,0,0,0,2,0,0,
6/14/2022,1,3779,0,0,0,0,0,2,0,0,
6/14/2022,1,3192,0,0,0,0,0,1,0,0,
6/14/2022,1,3782,0,0,0,0,0,0,1,0,
6/14/2022,1,3506,0,0,0,0,0,3,1,0,
6/14/2022,1,3608,0,0,0,0,0,3,0,0,
6/14/2022,1,3645,0,0,0,0,0,0,0,0,
6/14/2022,1,3412,0,0,0,0,0,1,0,0,
6/14/2022,1,7536,0,0,0,0,0,1,0,0,
6/14/2022,1,3424,0,0,0,0,0,0,1,0,
6/14/2022,1,3434,0,0,0,0,0,0,0,0,
6/14/2022,1,3879,0,0,0,0,0,1,0,0,
6/14/2022,1,3741,0,0,0,0,0,3,0,0,
6/14/2022,1,3410,0,0,0,0,0,1,0,0,
6/14/2022,1,3525,0,0,0,0,0,1,0,0,
6/14/2022,1,3543,0,0,0,0,0,1,0,0,
6/14/2022,1,3583,0,0,0,0,0,1,0,0,
6/14/2022,1,3845,0,0,0,0,0,1,0,0,
6/14/2022,1,3610,0,0,0,0,0,5,1,0,
6/21/2022,1,7562,0,0,0,0,0,0,0,0,
6/21/2022,1,3567,0,0,0,0,0,1,1,0,
6/21/2022,1,3930,0,0,0,0,0,2,1,0,
6/21/2022,1,3542,0,0,0,0,0,2,2,0,
6/21/2022,1,3365,0,0,0,0,0,1,1,0,
6/21/2022,1,3627,0,0,0,0,0,1,1,0,
6/21/2022,1,3611,0,0,0,0,0,1,1,0,
6/21/2022,1,3151,0,0,0,0,0,1,0,0,
6/21/2022,1,3126,0,0,0,0,0,1,1,0,
6/21/2022,1,3763,0,0,0,0,0,0,0,0,
6/21/2022,1,3821,0,0,0,0,0,1,1,0,
6/21/2022,1,3599,0,0,0,0,0,1,1,0,
6/21/2022,1,3814,0,0,0,0,0,1,1,0,
6/21/2022,1,3935,0,0,0,0,0,1,1,0,
6/21/2022,1,3347,0,0,0,0,0,1,0,0,
6/21/2022,1,3432,0,0,0,0,0,2,0,0,
6/21/2022,1,3779,0,0,0,0,0,2,0,0,
6/21/2022,1,3192,0,0,0,0,0,1,0,0,
6/21/2022,1,3782,0,0,0,0,0,0,0,0,
6/21/2022,1,3506,0,0,0,0,0,3,1,0,
6/21/2022,1,3608,0,0,0,0,0,3,0,0,
6/21/2022,1,3645,0,0,0,0,0,0,0,0,
6/21/2022,1,3412,0,0,0,0,0,1,0,0,
6/21/2022,1,7536,0,0,0,0,0,1,0,0,
6/21/2022,1,3424,0,0,0,0,0,0,0,0,
6/21/2022,1,3434,0,0,0,0,0,0,0,0,
6/21/2022,1,3879,0,0,0,0,1,0,0,0,
6/21/2022,1,3741,0,0,0,0,0,3,0,0,
6/21/2022,1,3410,0,0,0,0,0,1,0,0,
6/21/2022,1,3525,0,0,0,0,0,1,0,0,
6/21/2022,1,3543,0,0,0,0,0,1,0,0,
6/21/2022,1,3583,0,0,0,0,0,1,0,0,
6/21/2022,1,3845,0,0,0,0,0,1,0,0,
6/21/2022,1,3610,0,0,0,0,0,5,1,0,
4/19/2022,2,3519,0,1,1,0,0,0,0,0,
4/19/2022,2,3597,1,2,0,0,0,0,0,0,
4/19/2022,2,3166,1,1,0,0,0,0,0,0,
4/19/2022,2,3531,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3703,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3751,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3156,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3167,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3172,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3185,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3157,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3169,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3413,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3865,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3480,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3891,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3013,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3550,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3164,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3175,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3155,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3352,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3159,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3477,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3562,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3190,NA,NA,NA,NA,NA,NA,NA,NA,
4/19/2022,2,3163,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3519,0,1,1,0,0,0,0,0,
4/26/2022,2,3597,0,2,1,0,0,0,0,0,
4/26/2022,2,3166,0,1,1,0,0,0,0,0,
4/26/2022,2,3531,1,1,0,0,0,0,0,0,
4/26/2022,2,3703,1,1,0,0,0,0,0,0,
4/26/2022,2,3751,1,1,0,0,0,0,0,0,
4/26/2022,2,3156,1,1,0,0,0,0,0,0,
4/26/2022,2,3167,1,1,0,0,0,0,0,0,
4/26/2022,2,3172,1,1,0,0,0,0,0,0,
4/26/2022,2,3185,1,0,0,0,0,0,0,0,
4/26/2022,2,3157,1,1,0,0,0,0,0,0,
4/26/2022,2,3169,1,0,0,0,0,0,0,0,
4/26/2022,2,3413,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3865,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3480,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3891,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3013,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3550,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3164,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3175,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3155,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3352,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3159,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3477,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3562,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3190,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2022,2,3163,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3519,0,1,1,0,0,0,0,0,
5/2/2022,2,3597,0,2,1,0,0,0,0,0,
5/2/2022,2,3166,0,1,1,0,0,0,0,0,
5/2/2022,2,3531,1,1,0,0,0,0,0,0,
5/2/2022,2,3703,1,1,0,0,0,0,0,0,
5/2/2022,2,3751,1,1,0,0,0,0,0,0,
5/2/2022,2,3156,0,1,1,0,0,0,0,0,
5/2/2022,2,3167,0,1,1,0,0,0,0,0,
5/2/2022,2,3172,0,1,1,0,0,0,0,0,
5/2/2022,2,3185,1,1,0,0,0,0,0,0,
5/2/2022,2,3157,0,1,1,0,0,0,0,0,
5/2/2022,2,3169,1,1,0,0,0,0,0,0,
5/2/2022,2,3413,1,1,0,0,0,0,0,0,
5/2/2022,2,3865,1,1,0,0,0,0,0,0,
5/2/2022,2,3480,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3891,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3013,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3550,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3164,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3175,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3155,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3352,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3159,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3477,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3562,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3190,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2022,2,3163,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2022,2,3519,1,0,1,0,0,0,0,0,
5/8/2022,2,3597,1,0,1,0,0,0,0,0,
5/8/2022,2,3166,1,0,1,0,0,0,0,0,
5/8/2022,2,3531,1,0,1,0,0,0,0,0,
5/8/2022,2,3703,0,0,1,0,0,0,0,0,
5/8/2022,2,3751,0,1,1,0,0,0,0,0,
5/8/2022,2,3156,0,0,1,0,0,0,0,0,
5/8/2022,2,3167,1,0,1,0,0,0,0,0,
5/8/2022,2,3172,0,1,1,0,0,0,0,0,
5/8/2022,2,3185,0,0,1,0,0,0,0,0,
5/8/2022,2,3157,1,0,1,0,0,0,0,0,
5/8/2022,2,3169,0,0,1,0,0,0,0,0,
5/8/2022,2,3413,0,1,1,0,0,0,0,0,
5/8/2022,2,3865,0,0,1,0,0,0,0,0,
5/8/2022,2,3480,0,0,1,0,0,0,0,0,
5/8/2022,2,3891,1,0,0,0,0,0,0,0,
5/8/2022,2,3013,1,0,0,0,0,0,0,0,
5/8/2022,2,3550,1,0,0,0,0,0,0,0,
