survey.date,plot,tag,xcoor,ycoor,no.closed,no.unfurling,no.partial,no.flat,no.open,no.olp,no.seeding,no.dead,no.eaten,notes
6/14/2021,1,3567,3,I,0,0,0,0,0,0,1,1,0,
6/14/2021,1,3779,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/14/2021,1,3195,16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/14/2021,1,3418,18,E,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3525,0,E,0,0,0,0,0,0,2,0,0,
6/14/2021,1,3782,0,J,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3583,1,I,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3599,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/14/2021,1,3410,4,J,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3741,5,I,0,0,0,0,0,0,0,1,0,
6/14/2021,1,3611,7,I,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3151,8,H,0,0,0,0,0,0,1,0,0,
6/14/2021,1,3610,0,C,0,0,0,0,0,0,2,0,1,
6/14/2021,1,3527,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/14/2021,1,3608,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/14/2021,1,3821,4,A,0,0,0,0,0,0,1,1,0,
6/14/2021,1,3434,19,F,0,0,0,0,0,0,0,0,1,
6/14/2021,1,3365,0,J,0,0,0,0,0,0,1,0,0,
4/30/2021,2,3539,6,D,0,1,0,0,0,0,0,0,0,
4/30/2021,2,3523,2,D,0,1,0,0,0,0,0,0,0,
4/30/2021,2,3502,8,B,1,0,0,0,0,0,0,0,0,
4/30/2021,2,3531,9,B,0,0,1,0,0,0,0,0,0,
4/30/2021,2,3751,8,A,0,0,1,0,0,0,0,0,0,
4/30/2021,2,3965,11,A,0,0,0,1,0,0,0,0,0,
4/30/2021,2,3164,14,B,1,0,0,0,1,0,0,0,0,
4/30/2021,2,3162,11,I,0,0,1,0,0,0,0,0,0,
4/30/2021,2,3156,11,E,1,0,0,0,1,0,0,0,0,
4/30/2021,2,3155,16,A,0,0,1,0,0,0,0,0,0,
4/30/2021,2,3172,17,A,0,0,0,1,0,0,0,0,0,
4/30/2021,2,3159,13,H,1,0,0,0,1,0,0,0,0,
4/30/2021,2,3168,13,J,0,0,0,1,0,0,0,0,0,
4/30/2021,2,3519,9,G,0,0,1,0,0,0,0,0,0,
4/30/2021,2,3597,7,H,0,0,0,1,0,0,0,0,0,
4/30/2021,2,3550,9,I,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3539,6,D,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3523,2,D,0,0,0,0,1,0,0,0,0,
5/7/2021,2,3502,8,B,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3531,9,B,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3751,8,A,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3965,11,A,0,0,0,0,0,0,1,0,0,
5/7/2021,2,3164,14,B,0,0,1,0,1,0,0,0,0,
5/7/2021,2,3162,11,I,0,0,0,0,0,0,0,0,1,
5/7/2021,2,3156,11,E,0,0,1,0,0,1,0,0,0,
5/7/2021,2,3155,16,A,0,0,0,0,0,0,0,0,1,
5/7/2021,2,3172,17,A,0,0,0,0,0,0,0,0,1,
5/7/2021,2,3159,13,H,0,2,0,0,0,1,0,0,0,
5/7/2021,2,3168,13,J,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3519,9,G,0,0,0,0,1,0,0,0,0,
5/7/2021,2,3597,7,H,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3550,9,I,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3841,1,C,0,1,0,0,0,0,0,0,0,
5/7/2021,2,3602,2,B,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3585,3,C,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3184,9,G,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3584,7,F,0,1,0,0,0,0,0,0,0,
5/7/2021,2,3703,7,C,0,1,0,0,0,0,0,0,0,
5/7/2021,2,3167,15,B,0,0,1,0,0,0,0,0,0,
5/7/2021,2,3053,14,B,0,1,0,1,0,0,0,0,0,
5/7/2021,2,3175,15,A,0,0,0,1,0,0,0,0,0,
5/7/2021,2,3163,11,D,0,0,0,0,1,0,0,0,0,
5/7/2021,2,3166,12,B,0,1,0,0,0,0,0,0,0,
5/7/2021,2,3352,19,H,1,0,0,1,0,0,0,0,0,
5/14/2021,2,3539,6,D,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3523,2,D,0,0,0,0,1,0,0,0,0,
5/14/2021,2,3502,8,B,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3531,9,B,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3751,8,A,0,0,1,0,0,0,0,0,0,
5/14/2021,2,3965,11,A,0,0,1,0,0,0,1,0,0,
5/14/2021,2,3164,14,B,0,0,1,0,1,0,0,0,0,
5/14/2021,2,3162,11,I,0,0,0,0,0,0,0,0,1,
5/14/2021,2,3156,11,E,0,0,0,0,1,0,1,0,0,
5/14/2021,2,3155,16,A,0,0,0,0,0,0,0,0,1,
5/14/2021,2,3172,17,A,0,0,0,0,0,0,0,0,1,
5/14/2021,2,3159,13,H,0,0,0,0,1,0,2,0,0,
5/14/2021,2,3168,13,J,0,0,0,0,0,1,0,0,0,
5/14/2021,2,3519,9,G,0,0,0,0,1,0,0,0,0,
5/14/2021,2,3597,7,H,0,0,0,0,0,1,0,0,0,
5/14/2021,2,3550,9,I,0,0,0,0,0,1,0,0,0,
5/14/2021,2,3841,1,C,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3602,2,B,0,0,0,0,1,0,0,0,0,
5/14/2021,2,3585,3,C,0,0,0,0,0,1,0,0,0,
5/14/2021,2,3184,9,G,0,0,0,0,1,0,0,0,0,
5/14/2021,2,3584,7,F,0,0,0,1,0,0,0,1,0,
5/14/2021,2,3703,7,C,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3167,15,B,0,0,0,2,0,0,1,0,0,
5/14/2021,2,3053,14,B,0,0,0,0,0,0,0,2,0,
5/14/2021,2,3175,15,A,0,0,0,0,1,0,0,0,0,
5/14/2021,2,3163,11,D,0,1,0,0,1,0,0,0,0,
5/14/2021,2,3166,12,B,0,0,0,1,0,0,0,0,0,
5/14/2021,2,3352,19,H,0,0,1,0,1,0,0,0,0,
5/14/2021,2,3157,18,E,0,0,0,1,0,0,1,0,0,
5/14/2021,2,3185,19,B,0,0,0,0,1,0,0,0,0,
5/20/2021,2,3539,6,D,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3523,2,D,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3502,8,B,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3531,9,B,0,0,0,0,0,1,0,0,0,
5/20/2021,2,3751,8,A,0,0,0,1,0,0,0,0,0,
5/20/2021,2,3965,11,A,0,0,0,0,1,0,1,0,0,
5/20/2021,2,3164,14,B,0,0,0,0,0,0,0,1,1,
5/20/2021,2,3162,11,I,0,0,0,0,0,0,0,0,1,
5/20/2021,2,3156,11,E,0,0,0,0,0,0,2,0,0,
5/20/2021,2,3155,16,A,0,0,0,0,0,0,0,0,1,
5/20/2021,2,3172,17,A,0,0,0,0,0,0,0,0,1,
5/20/2021,2,3159,13,H,0,0,0,0,0,0,2,1,0,
5/20/2021,2,3168,13,J,0,0,0,0,0,0,0,1,0,
5/20/2021,2,3519,9,G,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3597,7,H,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3550,9,I,0,0,0,0,0,1,0,0,0,
5/20/2021,2,3841,1,C,0,0,0,0,0,0,0,0,1,
5/20/2021,2,3602,2,B,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3585,3,C,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3184,9,G,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3584,7,F,0,0,0,1,0,0,0,1,0,
5/20/2021,2,3703,7,C,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3167,15,B,0,0,0,0,0,0,3,0,0,
5/20/2021,2,3053,14,B,0,0,0,0,0,0,0,2,0,
5/20/2021,2,3175,15,A,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3163,11,D,0,0,1,0,0,0,1,0,0,
5/20/2021,2,3166,12,B,0,0,0,0,1,0,0,0,0,
5/20/2021,2,3352,19,H,0,0,0,1,0,1,0,0,0,
5/20/2021,2,3157,18,E,0,0,0,0,1,0,1,0,0,
5/20/2021,2,3185,19,B,0,0,0,0,0,0,1,0,0,
5/20/2021,2,3186,18,D,0,0,0,0,1,0,0,0,0,
5/27/2021,2,3539,6,D,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3523,2,D,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3502,8,B,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3531,9,B,0,0,0,0,0,1,0,0,0,
5/27/2021,2,3751,8,A,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3965,11,A,0,0,0,0,0,0,2,0,0,
5/27/2021,2,3164,14,B,0,0,0,0,0,0,0,1,0,
5/27/2021,2,3162,11,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,2,3156,11,E,0,0,0,0,0,0,0,1,1,
5/27/2021,2,3155,16,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,2,3172,17,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,2,3159,13,H,0,0,0,0,0,0,1,2,0,
5/27/2021,2,3168,13,J,0,0,0,0,0,0,0,1,0,
5/27/2021,2,3519,9,G,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3597,7,H,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3550,9,I,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3841,1,C,0,0,0,0,0,0,0,0,1,
5/27/2021,2,3602,2,B,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3585,3,C,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3184,9,G,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3584,7,F,0,0,0,0,0,0,1,1,0,
5/27/2021,2,3703,7,C,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3167,15,B,0,0,0,0,0,0,2,1,0,
5/27/2021,2,3053,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
5/27/2021,2,3175,15,A,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3163,11,D,0,0,0,0,0,1,1,0,0,
5/27/2021,2,3166,12,B,0,0,0,0,0,0,0,1,0,
5/27/2021,2,3352,19,H,0,0,0,0,0,1,1,0,0,
5/27/2021,2,3157,18,E,0,0,0,0,0,0,2,0,0,
5/27/2021,2,3185,19,B,0,0,0,0,0,0,1,0,0,
5/27/2021,2,3186,18,D,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3539,6,D,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3523,2,D,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3502,8,B,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3531,9,B,0,0,0,0,0,0,0,1,0,
6/4/2021,2,3751,8,A,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3965,11,A,0,0,0,0,0,0,1,1,0,
6/4/2021,2,3164,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3162,11,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3156,11,E,0,0,0,0,0,0,0,1,1,
6/4/2021,2,3155,16,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3172,17,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3159,13,H,0,0,0,0,0,0,1,2,0,
6/4/2021,2,3168,13,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3519,9,G,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3597,7,H,0,0,0,0,0,0,0,1,0,
6/4/2021,2,3550,9,I,0,0,0,0,0,0,0,1,0,
6/4/2021,2,3841,1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3602,2,B,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3585,3,C,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3184,9,G,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3584,7,F,0,0,0,0,0,0,1,1,0,
6/4/2021,2,3703,7,C,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3167,15,B,0,0,0,0,0,0,2,1,0,
6/4/2021,2,3053,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/4/2021,2,3175,15,A,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3163,11,D,0,0,0,0,0,0,2,0,0,
6/4/2021,2,3166,12,B,0,0,0,0,0,0,0,1,0,
6/4/2021,2,3352,19,H,0,0,0,0,0,0,1,1,0,
6/4/2021,2,3157,18,E,0,0,0,0,0,0,1,1,0,
6/4/2021,2,3185,19,B,0,0,0,0,0,0,1,0,0,
6/4/2021,2,3186,18,D,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3539,6,D,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3523,2,D,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3502,8,B,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3531,9,B,0,0,0,0,0,0,0,1,0,
6/10/2021,2,3751,8,A,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3965,11,A,0,0,0,0,0,0,1,1,0,
6/10/2021,2,3164,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3162,11,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3156,11,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3155,16,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3172,17,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3159,13,H,0,0,0,0,0,0,1,2,0,
6/10/2021,2,3168,13,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3519,9,G,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3597,7,H,0,0,0,0,0,0,0,1,0,
6/10/2021,2,3550,9,I,0,0,0,0,0,0,0,1,0,
6/10/2021,2,3841,1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3602,2,B,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3585,3,C,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3184,9,G,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3584,7,F,0,0,0,0,0,0,1,1,0,
6/10/2021,2,3703,7,C,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3167,15,B,0,0,0,0,0,0,2,1,0,
6/10/2021,2,3053,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3175,15,A,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3163,11,D,0,0,0,0,0,0,2,0,0,
6/10/2021,2,3166,12,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/10/2021,2,3352,19,H,0,0,0,0,0,0,1,1,0,
6/10/2021,2,3157,18,E,0,0,0,0,0,0,1,1,0,
6/10/2021,2,3185,19,B,0,0,0,0,0,0,1,0,0,
6/10/2021,2,3186,18,D,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3539,6,D,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3523,2,D,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3502,8,B,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3531,9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3751,8,A,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3965,11,A,0,0,0,0,0,0,1,1,0,
6/16/2021,2,3164,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3162,11,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3156,11,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3155,16,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3172,17,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3159,13,H,0,0,0,0,0,0,1,2,0,
6/16/2021,2,3168,13,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3519,9,G,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3597,7,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3550,9,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3841,1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3602,2,B,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3585,3,C,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3184,9,G,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3584,7,F,0,0,0,0,0,0,1,1,0,
6/16/2021,2,3703,7,C,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3167,15,B,0,0,0,0,0,0,2,1,0,
6/16/2021,2,3053,14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3175,15,A,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3163,11,D,0,0,0,0,0,0,2,0,0,
6/16/2021,2,3166,12,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stopped checking, dead > 2weeks"
6/16/2021,2,3352,19,H,0,0,0,0,0,0,1,1,0,
6/16/2021,2,3157,18,E,0,0,0,0,0,0,1,1,0,
6/16/2021,2,3185,19,B,0,0,0,0,0,0,1,0,0,
6/16/2021,2,3186,18,D,0,0,0,0,0,0,1,0,0,
4/30/2021,3,3349,1,F,0,0,1,0,0,0,0,0,0,
4/30/2021,3,3304,3,B,0,0,1,0,0,0,0,0,0,
4/30/2021,3,3759,15,B,0,0,0,0,1,0,0,0,0,
5/4/2021,3,3349,1,F,0,0,0,1,0,0,0,0,0,
5/4/2021,3,3304,3,B,0,0,0,1,0,0,0,0,0,
5/4/2021,3,3759,15,B,0,0,0,0,1,0,0,0,0,
5/7/2021,3,3349,1,F,0,0,0,0,1,0,0,0,0,
5/7/2021,3,3304,3,B,0,0,0,1,0,0,0,0,0,
